,filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
19,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,91Y,1204.8,2256.0123261183253,69.05202959443142,0.0026,0.00013,0.0011086065201106,6.145786965681008e-05,783187322.0148375,65307565.94882321,5697.565270004638,475.102327577646,0.9175289602257028,02/24/2017 17:15:35,137373.0,137460.0
20,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,92Y,1405.4,52.61302589898423,27.372603467783712,0.048,0.005,0.0009790241280886,9.240949285365558e-05,1120298.1124460716,623192.1433661662,8.149993543183992,4.533625370043403,1.324983492901768,02/24/2017 17:15:35,137373.0,137460.0
21,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,40K,1460.82,424.6367163523885,31.952649526316737,0.1066,0.0017,0.0009486731439739,0.0001217394779108,4201638.547605182,660859.9902312408,30.566263259167627,4.807653064391392,1.4259921057351388,02/24/2017 17:15:35,137373.0,137460.0
22,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,89NB,1627.2,20.18542594547552,18.288667477222884,0.035,0.0017499999999999,0.0008687655607867,0.0002618115212144,664266.3217174367,652117.0719276037,4.832433593172098,4.744049701204741,1.4268518463330375,02/24/2017 17:15:35,137373.0,137460.0
23,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,89NB,1833.4,435.2927909089152,996.108053987022,0.033,0.0069999999999999,0.0007880169732355,0.0005357210310379,16749695.637920083,40150645.62611134,121.85141596042546,292.0896670021195,1.2903162916274356,02/24/2017 17:15:35,137373.0,137460.0
24,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,88Y,1836.063,4395.510790243884,994.3503698143084,0.992,0.003,0.0007870814583693,0.0005399438732349,5633171.244109507,4070013.4765911,40.98043972144265,29.60871145490397,1.2903162916274356,02/24/2017 17:15:35,137373.0,137460.0
25,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,92Y,1847.3,2861.084404144084,59.72100893400405,0.0036,0.0004,0.0007831607068432,0.0005579470161616,1015435252.3237172,732724389.2187283,7387.132637303341,5330.455326776722,1.2903162916274356,02/24/2017 17:15:35,137373.0,137460.0
26,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,89NB,2572.3,26.54537818154499,10.28004474670582,0.027,0.006,0.0005978972516348,0.0022204052210742,1645407.8034173776,6162820.477239047,11.970084413046544,44.83355505048048,1.1059308926885831,02/24/2017 17:15:35,137373.0,137460.0
27,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,89NB,2960.1,27.50498782626003,12.266708179450012,0.018,0.004,0.0005340046342905,0.0033006080248564,2863313.381353856,17763547.749785423,20.830157000973777,129.22703149851174,1.1585922134175723,02/24/2017 17:15:35,137373.0,137460.0
28,../../2017_Feb_Zr/30MeV/CH260217_Zr03_18cm_30MeV.Spe,89NB,3092.7,1.7627675693352494,4.213527917917742,0.03,0.0069999999999999,0.0005156059803694,0.0036629582439349,114033.0678036441,859453.964365016,0.829572732457763,6.252393164302458,2.735737991540295,02/24/2017 17:15:35,137373.0,137460.0
0,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90NB,132.716,51305.0394856815,934.8258100065344,0.0412999999999999,0.0004,0.005808631395323,0.0024103275160295,215581973.5384912,89572670.88727508,1459.0206522725753,606.2119877588698,2.500670772334065,02/17/2017 18:18:04,146580.0,147758.0
1,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90NB,141.178,809936.1843048577,1983.8426113144565,0.668,0.0069999999999999,0.0057414007394762,0.0023603067022246,212878972.33289576,87545469.56278779,1440.7272183766413,592.492247883619,3.854752812162421,02/17/2017 18:18:04,146580.0,147758.0
2,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90Ym,202.53,21079.038658505226,6430.248977948422,0.973,0.004,0.0047172887202969,0.0008059505117556,4629368.889971639,1619036.9409420893,31.330749536212178,10.957355547192634,34.760466381077066,02/17/2017 18:18:04,146580.0,147758.0
3,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,95NBm,204.1161,20897.27896963956,6401.5352281487685,0.023,0.00115,0.0046887108817162,0.0007801365298187,195337100.62057635,68805362.2104549,1322.0069344507665,465.6625171595101,34.760466381077066,02/17/2017 18:18:04,146580.0,147758.0
4,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,95NBm,235.69,74180.41236124803,5417.022909054214,0.248,0.008,0.00415966068346,0.000443212636353,72486301.93334399,9654471.65539798,490.5744659060354,65.33975592115472,58.86384936810478,02/17/2017 18:18:04,146580.0,147758.0
5,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90NB,371.307,11680.7642858186,421.8507414294564,0.018,0.0007,0.0027963186101192,0.0001631700189535,233931329.26689783,18578291.49463997,1583.205845144749,125.73458963061202,1.2343124223232282,02/17/2017 18:18:04,146580.0,147758.0
6,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,87Ym,380.79,22752.719441836573,893.4577972629578,0.7805,0.039025,0.0027379101476486,0.000157173380249,10732910.293736251,922120.5014179696,72.63843780868889,6.240748395470767,5.379579626234224,02/17/2017 18:18:04,146580.0,147758.0
7,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,87Y,388.5276,939720.0258181486,2312.004964759733,0.8220000000000001,0.0411,0.0026924551401296,0.0001526052887821,428010550.9061124,32369627.52129234,2896.6996772162074,219.07191164804843,5.379579626234224,02/17/2017 18:18:04,146580.0,147758.0
8,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,92Y,448.5,84.9412139230926,249.720661534922,0.023,0.003,0.0023948359373282,0.0001242946765689,1554501.5068632844,4578430.33969181,10.520591148115733,30.98600644088178,0.9786278797986896,02/17/2017 18:18:04,146580.0,147758.0
9,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,96NB,460.04,7526.845655782779,292.2498412140695,0.2662,0.0019,0.0023466384315925,0.0001199171760658,12146050.070525166,796726.3778160413,82.20231777991829,5.392103153914112,0.9718256416644512,02/17/2017 18:18:04,146580.0,147758.0
10,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90Ym,479.51,4069.624045531064,927.1781993116696,0.9074,0.0005,0.0022706069548746,0.0001130814289495,1991085.174484454,465387.477110018,13.475312162349612,3.1496601003669378,9.121954034125904,02/17/2017 18:18:04,146580.0,147758.0
11,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,87Y,484.805,854294.962353956,2834.009091078293,0.898,0.009,0.0022509822160749,0.000111331790838,426025634.1028773,21550473.58660659,2883.2661114990547,145.84979213718776,9.121954034125904,02/17/2017 18:18:04,146580.0,147758.0
12,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,92Y,492.6,2.1357309957326148e-10,618.4018432776858,0.0049,0.0005,0.0022228511149628,0.0001088359853923,1.976589037178821e-05,57232221.96223067,1.3377204869982138e-10,387.3375516874258,9.121954034125904,02/17/2017 18:18:04,146580.0,147758.0
13,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,92Y,561.1,952.0699646116434,365.8674656891817,0.024,0.003,0.0020084294568565,9.05970241617466e-05,19910278.141583364,8121492.215397648,134.7492395781167,54.96482231349672,1.3988607363196597,02/17/2017 18:18:04,146580.0,147758.0
14,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,96NB,568.871,14140.257657869786,383.5451109110074,0.58,0.003,0.0019872133407506,8.89086928277548e-05,12366907.77544653,658461.5731241012,83.69704364871296,4.456351420052391,1.3988607363196597,02/17/2017 18:18:04,146580.0,147758.0
15,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,95NB,765.803,123733.5772140483,828.9699919014533,0.99808,7.000000000000001e-05,0.0015821788330543,6.73100164293175e-05,78984692.61456785,3409034.1988170124,534.5544242245282,23.07174027001592,4.026818235269591,02/17/2017 18:18:04,146580.0,147758.0
16,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,96NB,778.224,19216.92925793381,299.9406374582966,0.9645,0.0022,0.0015628417466461,6.704696589393356e-05,12851181.06291798,594681.0178154781,86.97451957198919,4.024695906925365,1.3890084239836522,02/17/2017 18:18:04,146580.0,147758.0
17,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,96NB,810.33,1517.0336775966114,178.7909763206905,0.1109,0.001,0.0015152687987572,6.67554470403488e-05,9100186.270222336,1171463.0314197012,61.58845050841468,7.928254520362358,1.2705561676426032,02/17/2017 18:18:04,146580.0,147758.0
18,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90NB,827.74,3000.325688263052,223.03952418759184,0.01107,0.00017,0.0014908173554193,6.678958991378297e-05,183262086.21735764,16496062.463230152,1240.2853734982718,111.6424319714002,2.332868095794728,02/17/2017 18:18:04,146580.0,147758.0
19,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,92Y,844.3,4.804649862355188e-09,116.80408567649454,0.0125,0.0014,0.0014683706373672,6.691803227335459e-05,0.0002638714030331,6414881.177701797,1.7858349668591899e-09,43.41478077465719,1.5732550283117477,02/17/2017 18:18:04,146580.0,147758.0
20,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,96NB,849.929,3499.8780586424296,189.3821502460364,0.2045,0.0019,0.0014609125744119,6.697912446886715e-05,11808960.236744642,867941.9689205134,79.92095342888129,5.874077673767332,1.5732550283117477,02/17/2017 18:18:04,146580.0,147758.0
21,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,90NB,890.64,5372.578633430271,2509.869156237841,0.018,0.0004,0.0014093935271891,6.759472953859469e-05,213478572.22266364,100407863.04869212,1444.7852043386054,679.5426511504766,236.0502885306077,02/17/2017 18:18:04,146580.0,147758.0
22,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,88Y,898.042,21743.46926061173,3192.1590693725484,0.937,0.003,0.0014004535545308,6.772462427472953e-05,16703090.120679708,2584827.977888459,113.04355852596616,17.493658400143875,236.0502885306077,02/17/2017 18:18:04,146580.0,147758.0
23,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,89ZR,909.15,5241084.749784896,34010.81181758496,0.9904,0.04952,0.0013872207056192,6.790750871872452e-05,3845397812.8602414,270236532.7153152,26024.97200057013,1828.91303831478,236.0502885306077,02/17/2017 18:18:04,146580.0,147758.0
24,../../2017_Feb_Zr/30MeV/BX190217_Zr01_18cm_30MeV.Spe,92Y,912.8,4961.17114636686,2305.110768151345,0.0063,0.0008,0.001382918304076,6.796324420433473e-05,574015238.0534099,278040990.44994104,3884.8335660567272,1881.7322273578488,236.0502885306077,02/17/2017 18:18:04,146580.0,147758.0
