# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 1.082431e-09 7.720072e-13 5.539471e-13 2.601957e-27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.907340e-29 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 5.414648e+00 1.046887e-01 6.996680e-02 9.069515e-06 0.000000e+00 0.000000e+00 0.000000e+00 2.848278e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.206676e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.741112e+02 1.188248e+01 2.460473e+00 8.336525e-03 0.000000e+00 0.000000e+00 1.846933e+02 1.065654e+00 6.665693e-08 0.000000e+00 0.000000e+00 0.000000e+00 3.550874e-13 4.940089e-05 0.000000e+00 2.654931e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 1.596459e+02 5.787515e+01 8.365076e+00 9.145418e-02 0.000000e+00 0.000000e+00 7.630833e+02 1.060624e+01 3.162681e-03 7.383005e-13 0.000000e+00 0.000000e+00 8.514639e-07 1.124755e-02 0.000000e+00 4.705523e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.524765e+02 1.068799e+02 1.439997e+01 1.023364e+00 0.000000e+00 0.000000e+00 1.064998e+03 4.921263e+01 4.244884e-01 1.671938e-03 0.000000e+00 0.000000e+00 3.671494e-04 2.019169e-01 1.210642e-20 2.404619e-09 4.186673e-17 0.000000e+00 1.060023e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.603219e+02 1.394508e+02 1.547743e+01 3.431528e+00 0.000000e+00 0.000000e+00 1.182623e+03 1.132904e+02 5.619802e+00 2.384798e-01 0.000000e+00 0.000000e+00 7.820001e-03 4.342514e-01 1.470082e-09 9.520548e-07 5.210103e-11 0.000000e+00 4.032062e+00 0.000000e+00 5.930544e-14 8.411806e-17 0.000000e+00 0.000000e+00
 1.600000e+01 1.638486e+02 1.624429e+02 1.330582e+01 5.461750e+00 0.000000e+00 0.000000e+00 1.165140e+03 1.830739e+02 1.438113e+01 1.809424e+00 0.000000e+00 0.000000e+00 3.971866e-02 4.184411e-01 1.635674e-05 5.445748e-05 6.943528e-08 0.000000e+00 6.469229e+01 7.364561e-08 1.225552e-07 1.555692e-07 0.000000e+00 0.000000e+00
 1.850000e+01 1.666130e+02 1.743949e+02 1.144396e+01 6.252263e+00 0.000000e+00 0.000000e+00 9.293662e+02 2.384944e+02 2.164063e+01 5.172869e+00 0.000000e+00 0.000000e+00 1.035151e-01 4.894857e-01 1.248688e-03 7.803796e-04 1.263954e-05 7.223723e+01 2.484945e+02 6.610507e-04 4.564270e-04 4.194025e-04 0.000000e+00 0.000000e+00
 2.100000e+01 1.649817e+02 1.800682e+02 1.021821e+01 6.004590e+00 0.000000e+00 0.000000e+00 5.758665e+02 2.672507e+02 2.793886e+01 9.444413e+00 0.000000e+00 0.000000e+00 2.035129e-01 6.630243e-01 1.069857e-02 3.772545e-03 2.691877e-04 4.086675e+02 2.926866e+02 1.302210e-01 3.140030e-02 2.163893e-02 0.000000e+00 0.000000e+00
 2.350000e+01 1.599454e+02 1.815770e+02 8.846778e+00 5.538795e+00 0.000000e+00 0.000000e+00 3.750607e+02 2.803244e+02 3.155009e+01 1.393006e+01 0.000000e+00 0.000000e+00 3.210537e-01 8.803959e-01 3.531739e-02 8.737559e-03 1.568196e-03 6.291695e+02 3.028606e+02 2.770205e+00 3.079641e-01 1.842805e-01 0.000000e+00 0.000000e+00
