Isotope,R,R_unc,Rel_R_unc_in_percent
46SCg,2649929.1541064256,30191.54467954004,1.14e+00
47SCg,1609440.360158927,17574.39207695313,1.09e+00
48Vg,20759460.052859005,131534.11643193103,6.34e-01
