Isotope,R,R_unc,Rel_R_unc_in_percent
88Yg,32629.985019890486,6544.289127572657,2.01e+01
89ZRg,40962.074072526404,1632.5015374141724,3.99e+00
90NBg,29982.900015759198,343.1740188827334,1.14e+00
92NBm1,1565301.8227400593,111047.05781085433,7.09e+00
95ZRg,1863251.7555910584,30546.153637501153,1.64e+00
95NBg,977346.3731742414,36637.41587992093,3.75e+00
95NBm1,457055.88192811876,43464.40740779249,9.51e+00
96NBg,511183.0573389903,9311.576854262972,1.82e+00
