# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 1.668342e-04 9.347710e-17 1.668342e-04 2.236110e-11 1.655444e-04 0.000000e+00
 3.500000e+00 1.548415e+02 2.585698e-02 1.487561e+02 2.011783e-02 1.377256e+02 0.000000e+00
 6.000000e+00 1.170366e+03 1.067699e-01 8.507412e+02 1.069427e-01 6.218572e+02 0.000000e+00
 8.500000e+00 2.029392e+03 3.892551e-02 1.257623e+03 1.092290e-01 4.319507e+02 0.000000e+00
 1.100000e+01 2.452794e+03 1.072639e-02 1.465476e+03 5.583633e-02 2.774196e+02 0.000000e+00
 1.350000e+01 2.665326e+03 2.831671e-03 1.581399e+03 1.369902e-02 2.200839e+02 0.000000e+00
 1.600000e+01 2.796574e+03 7.682045e-04 1.650776e+03 2.395832e-03 1.991027e+02 0.000000e+00
 1.850000e+01 2.883924e+03 2.172987e-04 1.693551e+03 4.172848e-04 1.869875e+02 0.000000e+00
 2.100000e+01 2.942391e+03 6.447281e-05 1.720153e+03 9.812197e-05 1.786899e+02 0.000000e+00
 2.350000e+01 2.981559e+03 1.990579e-05 1.735874e+03 3.509625e-05 1.693109e+02 0.000000e+00
 2.600000e+01 3.009449e+03 6.404645e-06 1.745046e+03 1.602202e-05 1.595991e+02 0.000000e+00
 2.850000e+01 3.030319e+03 2.142076e-06 1.749794e+03 6.924795e-06 1.494963e+02 0.000000e+00
 3.100000e+01 3.044797e+03 7.412707e-07 1.750848e+03 2.482238e-06 1.401586e+02 0.000000e+00
 3.350000e+01 3.053451e+03 2.653676e-07 1.749386e+03 7.553495e-07 1.316610e+02 0.000000e+00
 3.600000e+01 3.057010e+03 9.799789e-08 1.746329e+03 2.130005e-07 1.241029e+02 0.000000e+00
 3.850000e+01 3.055683e+03 3.724086e-08 1.741956e+03 6.135560e-08 1.171505e+02 0.000000e+00
 4.100000e+01 3.049887e+03 1.432922e-08 1.736479e+03 1.894991e-08 1.142279e+02 0.000000e+00
 4.350000e+01 3.040628e+03 5.744066e-09 1.730203e+03 6.679023e-09 1.081059e+02 0.000000e+00
 4.600000e+01 3.029077e+03 2.366492e-09 1.723370e+03 2.535229e-09 1.024509e+02 0.000000e+00
 4.850000e+01 3.016192e+03 9.970851e-10 1.716079e+03 9.640870e-10 9.722024e+01 0.000000e+00
 5.100000e+01 3.002781e+03 4.329397e-10 1.708420e+03 3.812470e-10 8.956551e+01 0.000000e+00
 5.350000e+01 2.989527e+03 1.950913e-10 1.700472e+03 1.418954e-10 8.618109e+01 0.000000e+00
