# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 1.655444e-04 1.277950e-06 1.185579e-08 9.347710e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 1.377514e+02 8.654244e+00 2.287828e+00 3.237957e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.005808e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 6.219640e+02 7.310594e+01 2.138624e+01 7.626349e-01 0.000000e+00 0.000000e+00 3.365693e+01 9.975694e+01 1.643211e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.291646e-25 0.000000e+00 5.633799e-29 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.319896e+02 1.189757e+02 3.425565e+01 2.747849e+00 0.000000e+00 0.000000e+00 5.448555e+02 1.239783e+02 7.106597e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.592942e-11 0.000000e+00 1.960029e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.774303e+02 1.408694e+02 2.921838e+01 7.100341e+00 0.000000e+00 0.000000e+00 8.256565e+02 1.695994e+02 1.554536e+01 8.683710e-14 0.000000e+00 0.000000e+00 2.264118e-08 8.639014e-06 0.000000e+00 3.291439e-09 4.662124e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.200868e+02 1.568686e+02 1.644367e+01 1.358670e+01 0.000000e+00 0.000000e+00 8.791248e+02 2.502999e+02 4.485828e+01 1.114329e-01 0.000000e+00 0.000000e+00 9.818241e-04 4.370696e-03 1.128645e-22 1.936247e-05 1.543691e-09 0.000000e+00 1.750890e-07 0.000000e+00 2.969362e-15 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.991035e+02 1.652411e+02 9.789954e+00 1.708068e+01 0.000000e+00 0.000000e+00 8.374128e+02 3.273530e+02 7.410250e+01 4.542712e+00 0.000000e+00 0.000000e+00 6.202901e-02 1.124819e-01 1.615399e-07 3.736552e-03 6.861327e-06 1.386800e+01 2.101626e+00 1.316438e-07 5.144242e-07 1.222445e-18 0.000000e+00 0.000000e+00
 1.850000e+01 1.869878e+02 1.673760e+02 6.794361e+00 1.593989e+01 0.000000e+00 0.000000e+00 6.583841e+02 3.805471e+02 9.416433e+01 1.447563e+01 0.000000e+00 0.000000e+00 3.694073e-01 6.508737e-01 8.643318e-04 6.679545e-02 1.310296e-03 1.407492e+02 2.703263e+01 6.498936e-03 3.378070e-03 1.506096e-06 0.000000e+00 0.000000e+00
 2.100000e+01 1.786900e+02 1.660440e+02 5.171829e+00 1.360251e+01 0.000000e+00 0.000000e+00 4.593998e+02 3.871115e+02 1.031065e+02 2.504923e+01 0.000000e+00 0.000000e+00 8.488757e-01 1.664866e+00 2.829462e-02 3.093380e-01 2.545206e-02 2.810814e+02 9.645465e+01 1.409678e+00 1.498657e-01 4.781210e-03 0.000000e+00 0.000000e+00
 2.350000e+01 1.693109e+02 1.621570e+02 4.210340e+00 1.159136e+01 0.000000e+00 0.000000e+00 3.292759e+02 3.749353e+02 9.384064e+01 3.389787e+01 0.000000e+00 0.000000e+00 1.284222e+00 2.611904e+00 1.473038e-01 7.130858e-01 1.560294e-01 3.552923e+02 1.803313e+02 1.494948e+01 7.102567e-01 1.506894e-01 0.000000e+00 0.000000e+00
 2.600000e+01 1.595991e+02 1.573589e+02 3.559675e+00 1.010689e+01 0.000000e+00 0.000000e+00 2.617895e+02 3.636807e+02 7.214779e+01 3.814362e+01 0.000000e+00 0.000000e+00 1.501725e+00 2.979556e+00 3.480896e-01 1.088007e+00 4.663666e-01 3.670954e+02 2.525250e+02 4.390986e+01 1.987101e+00 8.316844e-01 0.000000e+00 0.000000e+00
 2.850000e+01 1.494963e+02 1.516948e+02 2.953150e+00 8.624786e+00 0.000000e+00 0.000000e+00 2.287793e+02 3.559742e+02 5.143871e+01 3.643943e+01 0.000000e+00 0.000000e+00 1.580962e+00 2.813489e+00 6.132149e-01 1.206785e+00 8.667362e-01 3.369075e+02 3.030328e+02 7.465867e+01 4.664132e+00 2.143342e+00 2.684110e-01 0.000000e+00
 3.100000e+01 1.401586e+02 1.453670e+02 2.486164e+00 7.397848e+00 0.000000e+00 0.000000e+00 2.105731e+02 3.497090e+02 3.684738e+01 3.181207e+01 0.000000e+00 0.000000e+00 1.664339e+00 2.465126e+00 8.279120e-01 1.055309e+00 1.151138e+00 2.816209e+02 3.220800e+02 9.650052e+01 8.589585e+00 3.956768e+00 6.129466e+00 0.000000e+00
 3.350000e+01 1.316610e+02 1.388649e+02 2.119832e+00 6.382812e+00 0.000000e+00 0.000000e+00 1.990034e+02 3.420920e+02 2.786010e+01 2.694032e+01 0.000000e+00 0.000000e+00 1.687356e+00 2.166249e+00 8.960143e-01 7.966527e-01 1.223575e+00 2.235352e+02 3.165013e+02 1.050010e+02 1.236006e+01 5.920742e+00 2.081084e+01 0.000000e+00
 3.600000e+01 1.241029e+02 1.325168e+02 1.817527e+00 5.533528e+00 0.000000e+00 0.000000e+00 1.897546e+02 3.334220e+02 2.245363e+01 2.283322e+01 0.000000e+00 0.000000e+00 1.671816e+00 2.017457e+00 8.507388e-01 5.576191e-01 1.114839e+00 1.771229e+02 3.013935e+02 9.972316e+01 1.486420e+01 7.569111e+00 3.646091e+01 0.000000e+00
