# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 4.253054e-03 1.203062e-13 4.253051e-03 7.588203e-10 4.183351e-03 0.000000e+00
 3.500000e+00 3.111277e+02 1.902780e-01 2.861554e+02 4.791210e-02 2.428680e+02 0.000000e+00
 6.000000e+00 1.399032e+03 3.125911e-01 9.608793e+02 1.640747e-01 6.003536e+02 0.000000e+00
 8.500000e+00 2.100250e+03 1.116181e-01 1.283326e+03 1.690287e-01 4.556861e+02 0.000000e+00
 1.100000e+01 2.412935e+03 3.386676e-02 1.440056e+03 1.266134e-01 3.101582e+02 0.000000e+00
 1.350000e+01 2.569457e+03 9.989185e-03 1.524862e+03 6.439929e-02 2.426685e+02 0.000000e+00
 1.600000e+01 2.664042e+03 3.074659e-03 1.572779e+03 1.710882e-02 2.139176e+02 0.000000e+00
 1.850000e+01 2.726267e+03 1.019364e-03 1.600267e+03 3.422002e-03 1.979903e+02 0.000000e+00
 2.100000e+01 2.767976e+03 3.604613e-04 1.615362e+03 7.515420e-04 1.871551e+02 0.000000e+00
 2.350000e+01 2.797568e+03 1.361611e-04 1.623558e+03 2.068767e-04 1.763340e+02 0.000000e+00
 2.600000e+01 2.817574e+03 5.334004e-05 1.626544e+03 7.202075e-05 1.664665e+02 0.000000e+00
 2.850000e+01 2.828458e+03 2.109737e-05 1.625563e+03 3.052666e-05 1.571339e+02 0.000000e+00
 3.100000e+01 2.832011e+03 8.472190e-06 1.622408e+03 1.405279e-05 1.482925e+02 0.000000e+00
 3.350000e+01 2.829652e+03 3.469411e-06 1.617856e+03 5.971546e-06 1.399789e+02 0.000000e+00
 3.600000e+01 2.822195e+03 1.449538e-06 1.612012e+03 2.155529e-06 1.322238e+02 0.000000e+00
 3.850000e+01 2.811019e+03 6.194521e-07 1.605183e+03 6.997088e-07 1.250252e+02 0.000000e+00
 4.100000e+01 2.797863e+03 2.713073e-07 1.597736e+03 2.255831e-07 1.183642e+02 0.000000e+00
 4.350000e+01 2.784112e+03 1.213386e-07 1.589850e+03 7.663117e-08 1.121960e+02 0.000000e+00
 4.600000e+01 2.770709e+03 5.563290e-08 1.581615e+03 2.794375e-08 1.064762e+02 0.000000e+00
 4.850000e+01 2.758275e+03 2.596109e-08 1.573105e+03 1.091254e-08 1.011655e+02 0.000000e+00
 5.100000e+01 2.747226e+03 1.289353e-08 1.564412e+03 4.748737e-09 9.650622e+01 0.000000e+00
 5.350000e+01 2.737724e+03 5.910608e-09 1.555597e+03 1.835304e-09 9.408876e+01 0.000000e+00
