# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 4.183351e-03 6.969824e-05 8.289315e-10 1.203062e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 2.430583e+02 3.931406e+01 2.952150e+00 2.364199e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.465426e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 6.006662e+02 1.562584e+02 2.922444e+01 1.961501e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.726046e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.595542e-27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.557978e+02 1.911662e+02 4.701969e+01 7.692133e+00 0.000000e+00 0.000000e+00 5.995283e+01 5.215287e+02 1.457209e-04 0.000000e+00 0.000000e+00 0.000000e+00 5.489845e-06 1.226061e-08 0.000000e+00 6.721496e-26 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 3.101921e+02 1.834249e+02 5.356220e+01 1.439770e+01 0.000000e+00 0.000000e+00 3.573923e+02 5.199458e+02 9.801530e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.309703e-02 7.129619e-04 0.000000e+00 3.762706e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.426785e+02 1.790800e+02 4.174132e+01 2.159082e+01 0.000000e+00 0.000000e+00 4.854734e+02 5.346151e+02 1.880749e+01 1.437354e-04 0.000000e+00 0.000000e+00 7.274770e-01 8.324180e-02 2.111128e-12 2.304319e-07 2.913621e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 2.139207e+02 1.786439e+02 2.465537e+01 2.718042e+01 0.000000e+00 0.000000e+00 5.078024e+02 5.649058e+02 5.014948e+01 1.901456e+00 0.000000e+00 0.000000e+00 2.805379e+00 6.907036e-01 4.607415e-04 5.090180e-04 1.133589e-05 0.000000e+00 1.051660e-01 0.000000e+00 3.235168e-09 7.227551e-11 0.000000e+00 0.000000e+00
 1.850000e+01 1.979913e+02 1.777066e+02 1.504582e+01 2.486288e+01 0.000000e+00 0.000000e+00 4.742192e+02 5.868200e+02 7.443375e+01 1.208197e+01 0.000000e+00 0.000000e+00 5.455506e+00 2.275488e+00 6.844939e-02 3.985027e-02 1.252600e-03 7.331358e-04 2.925898e+01 1.015496e-15 6.653640e-04 8.015607e-04 0.000000e+00 0.000000e+00
 2.100000e+01 1.871555e+02 1.763186e+02 1.020693e+01 2.076712e+01 0.000000e+00 0.000000e+00 3.705033e+02 5.778271e+02 8.638203e+01 2.435134e+01 0.000000e+00 0.000000e+00 7.855496e+00 4.638998e+00 6.118713e-01 4.140649e-01 2.472923e-02 7.058017e+00 1.409117e+02 1.219076e-05 1.855612e-01 1.493065e-01 0.000000e+00 0.000000e+00
 2.350000e+01 1.763341e+02 1.705930e+02 7.501267e+00 1.713294e+01 0.000000e+00 0.000000e+00 2.700753e+02 5.373752e+02 8.881122e+01 3.497211e+01 0.000000e+00 0.000000e+00 9.624791e+00 6.893700e+00 1.976199e+00 1.379308e+00 1.675693e-01 3.866893e+01 2.573022e+02 5.873662e-02 2.924846e+00 1.766550e+00 0.000000e+00 0.000000e+00
 2.600000e+01 1.664666e+02 1.638086e+02 5.822435e+00 1.426563e+01 0.000000e+00 0.000000e+00 2.037051e+02 4.964758e+02 8.057531e+01 4.287593e+01 0.000000e+00 0.000000e+00 1.017013e+01 8.145400e+00 3.720659e+00 2.620974e+00 6.720599e-01 7.323936e+01 3.334588e+02 2.468402e+00 1.104613e+01 6.805553e+00 0.000000e+00 0.000000e+00
 2.850000e+01 1.571340e+02 1.568325e+02 4.657508e+00 1.200459e+01 0.000000e+00 0.000000e+00 1.655961e+02 4.661892e+02 6.541988e+01 4.636118e+01 0.000000e+00 0.000000e+00 9.983672e+00 8.047018e+00 5.291089e+00 3.648924e+00 1.580054e+00 9.446695e+01 3.770710e+02 1.347632e+01 1.955205e+01 1.468483e+01 0.000000e+00 0.000000e+00
 3.100000e+01 1.482925e+02 1.499404e+02 3.795545e+00 1.021820e+01 0.000000e+00 0.000000e+00 1.446672e+02 4.444778e+02 4.995297e+01 4.407895e+01 0.000000e+00 0.000000e+00 9.685794e+00 7.185598e+00 6.389400e+00 4.017711e+00 2.586989e+00 9.943913e+01 3.989381e+02 3.078984e+01 2.583031e+01 2.316172e+01 0.000000e+00 0.000000e+00
