# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 2.959406e-05 7.873228e-07 2.168785e-10 4.317368e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 9.099292e+01 6.360146e+00 8.388070e-01 1.432332e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.822585e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 5.718246e+02 7.172235e+01 1.620792e+01 3.934487e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.165272e+02 1.524151e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.413397e-18 0.000000e+00 9.085482e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.717187e+02 1.209031e+02 2.914273e+01 1.818070e+00 0.000000e+00 0.000000e+00 1.430620e+02 4.524612e+02 3.280664e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.495809e-16 9.272950e-09 0.000000e+00 4.224794e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.807825e+02 1.482569e+02 2.829359e+01 5.604186e+00 0.000000e+00 0.000000e+00 6.081227e+02 3.653248e+02 1.931261e+01 0.000000e+00 0.000000e+00 0.000000e+00 7.648296e-06 1.219118e-04 0.000000e+00 1.440797e-08 5.771342e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.073430e+02 1.672725e+02 1.701218e+01 1.226742e+01 0.000000e+00 0.000000e+00 7.525742e+02 3.755460e+02 5.567992e+01 8.385040e-03 0.000000e+00 0.000000e+00 1.076902e-02 1.836929e-02 4.806641e-14 4.145518e-05 3.261610e-07 0.000000e+00 0.000000e+00 0.000000e+00 3.070364e-13 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.875843e+02 1.811725e+02 9.949599e+00 1.802876e+01 0.000000e+00 0.000000e+00 7.468544e+02 4.233370e+02 9.612892e+01 2.204110e+00 0.000000e+00 0.000000e+00 2.035218e-01 2.686320e-01 6.230923e-06 5.721104e-03 5.444200e-05 0.000000e+00 1.913337e+00 1.423183e-07 4.397698e-06 6.255529e-12 0.000000e+00 0.000000e+00
 1.850000e+01 1.769458e+02 1.832892e+02 6.945592e+00 1.837151e+01 0.000000e+00 0.000000e+00 6.475052e+02 4.710793e+02 1.148238e+02 1.059101e+01 0.000000e+00 0.000000e+00 7.256888e-01 1.004954e+00 3.044402e-03 1.022926e-01 2.670551e-03 7.280054e+00 7.902595e+01 4.231508e-02 9.733568e-03 6.333854e-05 0.000000e+00 0.000000e+00
 2.100000e+01 1.709240e+02 1.833891e+02 5.409717e+00 1.642767e+01 0.000000e+00 0.000000e+00 4.594564e+02 4.764788e+02 1.141300e+02 2.070032e+01 0.000000e+00 0.000000e+00 1.392482e+00 1.938343e+00 6.417820e-02 4.680994e-01 4.067300e-02 5.885245e+01 2.368396e+02 2.663354e+00 4.786344e-01 2.564590e-02 0.000000e+00 0.000000e+00
 2.350000e+01 1.627030e+02 1.797735e+02 4.455924e+00 1.412064e+01 0.000000e+00 0.000000e+00 3.105914e+02 4.537242e+02 9.954643e+01 2.945008e+01 0.000000e+00 0.000000e+00 1.946471e+00 2.667873e+00 3.539832e-01 1.009857e+00 2.622653e-01 1.405236e+02 3.473018e+02 1.866421e+01 2.345196e+00 4.642781e-01 0.000000e+00 0.000000e+00
