name,compound,areal_density,mu_E,sig_E
SS1,SS_316,100.199,28.879060147500002,0.8729663551805866
Kapton1,Kapton,0.0036128,27.73940008,0.4774654811564848
Silicone1,Silicone,0.0047952,27.739257299999995,0.47746712179657974
Ni01,Ni,23.253,27.46812184,0.5295901559838648
Silicone2,Silicone,0.0047952,27.196306120000003,0.48453754452110886
Kapton2,Kapton,0.0036128,27.196161939999996,0.4845392298828201
Kapton3,Kapton,0.0036128,27.196045499999997,0.4845404547917026
Silicone3,Silicone,0.0047952,27.19590166,0.4845408973546448
Zr01,Zr,16.142,27.0305687,0.5050992363687655
Silicone4,Silicone,0.0047952,26.864987799999998,0.48889923977355504
Kapton4,Kapton,0.0036128,26.8648433,0.48890152632724526
Kapton5,Kapton,0.0036128,26.8647261,0.48890394882715976
Silicone5,Silicone,0.0047952,26.864583060000005,0.488908999672778
Ti01,Ti,11.535,26.722236959999996,0.5044641402616825
Silicone6,Silicone,0.0047952,26.579669959999997,0.49290159491890306
Kapton6,Kapton,0.0036128,26.57952706,0.4929002417606999
E1,Al,68.312,25.6027485225,0.8207923345914403
E2,Al,68.245,23.570036299999998,0.8673175104206705
Kapton7,Kapton,0.0036128,22.50967676,0.5607313120523076
Silicone7,Silicone,0.0047952,22.50951318,0.5607371414542536
Ni02,Ni,23.103,22.1941371,0.6225927856983167
Silicone8,Silicone,0.0047952,21.87763432,0.5726514342583432
Kapton8,Kapton,0.0036128,21.87746408,0.5726568427162585
Kapton9,Kapton,0.0036128,21.87732416,0.5726588693806238
Silicone9,Silicone,0.0047952,21.87715362,0.5726642993245655
Zr02,Zr,16.378,21.6804599,0.5983748033565501
Silicone10,Silicone,0.0047952,21.4833366,0.58014333599589
Kapton10,Kapton,0.0036128,21.48316558,0.580150226668286
Kapton11,Kapton,0.0036128,21.48302312,0.5801530983675478
Silicone11,Silicone,0.0047952,21.48284772,0.5801547304735192
Ti02,Ti,11.74,21.31088324,0.6003654685998374
Silicone12,Silicone,0.0047952,21.138567619999996,0.5872583372652411
Kapton12,Kapton,0.0036128,21.13839088,0.5872628892862426
E3,Al,68.349,19.958775234545453,0.9746717107847784
Kapton13,Kapton,0.0036128,18.74589386,0.6442997358483863
Silicone13,Silicone,0.0047952,18.74570568,0.6443059245542738
Ni03,Ni,23.064,18.38466561,0.7071729460912145
Silicone14,Silicone,0.0047952,18.02130868,0.6631017974313277
Kapton14,Kapton,0.0036128,18.0211117,0.6631066032872165
Kapton15,Kapton,0.0036128,18.020949059999996,0.6631136524647312
Silicone15,Silicone,0.0047952,18.02074914,0.663121485392579
Zr03,Zr,16.14,17.79767588,0.6934443776296881
Silicone16,Silicone,0.0047952,17.57394892,0.6750074053155518
Kapton16,Kapton,0.0036128,17.57375264,0.6750103407304442
Kapton17,Kapton,0.0036128,17.573585119999997,0.6750140138653312
Silicone17,Silicone,0.0047952,17.5733824,0.6750204584827336
Ti03,Ti,11.273,17.380930999999997,0.69861366465236
Silicone18,Silicone,0.0047952,17.18794998,0.6863323260768064
Kapton18,Kapton,0.0036128,17.18774216,0.6863284995966104
Kapton19,Kapton,0.0036128,17.1875724,0.6863279673437765
Silicone19,Silicone,0.0047952,17.18736792,0.6863350290892004
Ni04,Ni,23.201,16.799919708,0.750212013415671
Silicone20,Silicone,0.0047952,16.409221459999998,0.7098155246791018
Kapton20,Kapton,0.0036128,16.40900876,0.7098224909392928
Kapton21,Kapton,0.0036128,16.40883404,0.7098270688958533
Silicone21,Silicone,0.0047952,16.4086184,0.7098323824547877
Zr04,Zr,16.195,16.16915232,0.743574593863062
Silicone22,Silicone,0.0047952,15.9288318,0.7248693019495032
Kapton22,Kapton,0.0036128,15.92861378,0.7248765701787522
Kapton23,Kapton,0.0036128,15.92843566,0.7248804406523632
Silicone23,Silicone,0.0047952,15.92821674,0.7248899753643806
Ti04,Ti,11.099,15.72400822,0.75074784460059
Silicone24,Silicone,0.0047952,15.51915516,0.7390532862015934
Kapton24,Kapton,0.0036128,15.518935879999999,0.7390655335277281
Kapton25,Kapton,0.0036128,15.518753319999998,0.7390737631583044
Silicone25,Silicone,0.0047952,15.518535619999998,0.739079231200022
Ni05,Ni,22.746,15.10875645,0.8045421919224606
Silicone26,Silicone,0.0047952,14.694658639999997,0.7688084189662274
Kapton26,Kapton,0.0036128,14.694429060000001,0.7688146625991964
Kapton27,Kapton,0.0036128,14.69424286,0.76882473954668
Silicone27,Silicone,0.0047952,14.694012599999999,0.7688355406985553
Zr05,Zr,16.4,14.43160167,0.8029951307780211
Silicone28,Silicone,0.0047952,14.16771458,0.7886944399800366
Kapton28,Kapton,0.0036128,14.16747942,0.7887028671663769
Kapton29,Kapton,0.0036128,14.167283179999998,0.7887089182259114
Silicone29,Silicone,0.0047952,14.167047339999998,0.7887185418125559
Ti05,Ti,11.317,13.939573034999997,0.8162514589885207
Silicone30,Silicone,0.0047952,13.71087182,0.8081331892268052
Kapton30,Kapton,0.0036128,13.71062764,0.8081459727475169
SS2,SS_316,100.865,11.561898813103445,1.6297343939295978
