name,compound,areal_density,mu_E,sig_E
SS1,SS_316,100.199,28.9125760875,0.8539980875407113
Kapton1,Kapton,3.6128,27.75164022,0.4794981014335213
Silicone1,Silicone,4.773000000000001,27.616147,0.4835874671566664
Ni01,Ni,23.253,27.27188914,0.5299400256161639
Silicone2,Silicone,4.773000000000001,26.92542994,0.4929764486784297
Kapton2,Kapton,3.6128,26.78665894,0.4927617746112988
Kapton3,Kapton,3.6128,26.671537700000002,0.4944455083006722
Silicone3,Silicone,4.773000000000001,26.531658779999997,0.49882082399285577
Zr01,Zr,16.142,26.285636799999995,0.5154326719230747
Silicone4,Silicone,4.773000000000001,26.038175959999997,0.5059240765945798
Kapton4,Kapton,3.6128,25.89562248,0.5058234329473571
Kapton5,Kapton,3.6128,25.77731778,0.507690840665726
Silicone5,Silicone,4.773000000000001,25.633530880000002,0.5123230942349032
Ti01,Ti,11.535,25.405422280000003,0.5244639332495625
Silicone6,Silicone,4.773000000000001,25.17595926,0.5195254276936331
Kapton6,Kapton,3.6128,25.029465960000003,0.5195614138879815
E1,Al,68.312,23.971383855,0.849004422158883
E2,Al,68.245,21.887994744,0.8969686560791155
Kapton7,Kapton,3.6128,20.725758659999997,0.6014386574165351
Silicone7,Silicone,4.773000000000001,20.55429992,0.6082654094126951
Ni02,Ni,23.103,20.124639795,0.65976129782093
Silicone8,Silicone,4.773000000000001,19.68983242,0.6281710272823345
Kapton8,Kapton,3.6128,19.5113038,0.6298040172192934
Kapton9,Kapton,3.6128,19.362717479999997,0.6336446759047609
Silicone9,Silicone,4.773000000000001,19.18160138,0.6414115574123183
Zr02,Zr,16.378,18.864075959999997,0.6660908449679205
Silicone10,Silicone,4.773000000000001,18.543251339999998,0.6577108397983147
Kapton10,Kapton,3.6128,18.355891540000002,0.6599466176566315
Kapton11,Kapton,3.6128,18.199842260000004,0.6644393786630142
Silicone11,Silicone,4.773000000000001,18.00945544,0.6731990263320397
Ti02,Ti,11.74,17.705420339999996,0.6937020570203639
Silicone12,Silicone,4.773000000000001,17.39791574,0.6912786586176752
Kapton12,Kapton,3.6128,17.20071154,0.6943064523039005
E3,Al,68.349,15.753813165,1.1328777477392178
Kapton13,Kapton,3.6128,14.23476102,0.8029307329331463
Silicone13,Silicone,4.773000000000001,14.00265152,0.8173834917844192
Ni03,Ni,23.064,13.426894577142859,0.8857527520897649
Silicone14,Silicone,4.773000000000001,12.83596172,0.8716315750904401
Kapton14,Kapton,3.6128,12.584076139999999,0.8811907036973894
Kapton15,Kapton,3.6128,12.37276192,0.8931163752825908
Silicone15,Silicone,4.773000000000001,12.112771879999999,0.9127449943337216
Zr03,Zr,16.14,11.668658892,0.9517208870195779
Silicone16,Silicone,4.773000000000001,11.212857719999999,0.9657764063365814
Kapton16,Kapton,3.6128,10.93185968,0.9806979106688755
Kapton17,Kapton,3.6128,10.69507412,0.997996440327432
Silicone17,Silicone,4.773000000000001,10.402391849999999,1.023834188847773
Ti03,Ti,11.273,9.946734589999998,1.0689462709124027
Silicone18,Silicone,4.773000000000001,9.475528499999998,1.1001730676978736
Kapton18,Kapton,3.6128,9.152711759999999,1.1277929033105778
Kapton19,Kapton,3.6128,8.87889285,1.1551866784285896
Silicone19,Silicone,4.773000000000001,8.537108772,1.1974236748622653
Ni04,Ni,23.201,7.68118808,1.3555628226776926
Silicone20,Silicone,4.773000000000001,6.757262177142858,1.4390825515823824
Kapton20,Kapton,3.6128,6.32240173,1.523853106337027
Kapton21,Kapton,3.6128,5.942320560000001,1.6097624037730804
Silicone21,Silicone,4.773000000000001,5.451241823999999,1.73271936281475
Zr04,Zr,16.195,4.62164205,1.9075404190086764
Silicone22,Silicone,4.773000000000001,3.7193473999999997,2.0211679293203817
Kapton22,Kapton,3.6128,3.1070579717647058,2.06213311703579
Kapton23,Kapton,3.6128,2.6086858043478256,2.045700860754032
Silicone23,Silicone,4.773000000000001,2.0334293263636365,1.9597348030682764
Ti04,Ti,11.099,1.3345613905882354,1.706840319578674
Silicone24,Silicone,4.773000000000001,0.7774022894117647,1.3535373608762837
Kapton24,Kapton,3.6128,0.49617904941176477,1.0893285654427425
Kapton25,Kapton,3.6128,0.33420446,0.8838208711236432
Silicone25,Silicone,4.773000000000001,0.2020477129411765,0.663683953099005
Ni05,Ni,22.746,0.08018849647058823,0.3464830474398397
Silicone26,Silicone,4.773000000000001,0.03722023647058823,0.12351622145199948
Kapton26,Kapton,3.6128,0.0325620705882353,0.07228990707484091
Kapton27,Kapton,3.6128,0.031069105882352937,0.04599858899012997
Silicone27,Silicone,4.773000000000001,0.03035982,0.026033586680477835
Zr05,Zr,16.4,0.030062788235294118,0.01091235721512313
Silicone28,Silicone,4.773000000000001,0.030009108235294117,0.004799300130845348
Kapton28,Kapton,3.6128,0.030004502352941175,0.003350350775225377
Kapton29,Kapton,3.6128,0.030002588235294118,0.0023918376656213774
Silicone29,Silicone,4.773000000000001,0.03000126823529412,0.001353895744027909
Ti05,Ti,11.317,0.030000014117647057,5.6982967843220075e-05
Silicone30,Silicone,4.773000000000001,0.03,0.0
Kapton30,Kapton,3.6128,0.03,0.0
SS2,SS_316,100.865,0.03,0.0
