name,compound,areal_density,mu_E,sig_E
SS1,SS_316,100.199,29.21032772,0.7105772955840917
Kapton1,Kapton,0.0036128,28.41200984,0.46862836250399353
Silicone1,Silicone,0.0047952,28.411911259999997,0.46862637941670804
Ni01,Ni,23.253,28.22353716,0.4954692867364579
Silicone2,Silicone,0.0047952,28.034842219999998,0.47330332822141824
Kapton2,Kapton,0.0036128,28.034742540000003,0.4733018215835941
Kapton3,Kapton,0.0036128,28.034660819999996,0.4732991370760436
Silicone3,Silicone,0.0047952,28.03456154,0.47330046772935724
Zr01,Zr,16.142,27.920073240000004,0.483851407186031
Silicone4,Silicone,0.0047952,27.80546362,0.476155521711652
Kapton4,Kapton,0.0036128,27.80536366,0.476152920763282
Kapton5,Kapton,0.0036128,27.80528014,0.47615153063030297
Silicone5,Silicone,0.0047952,27.80518164,0.4761554697857731
Ti01,Ti,11.535,27.70701692,0.48412947569189946
Silicone6,Silicone,0.0047952,27.608764799999996,0.47877811967649475
Kapton6,Kapton,0.0036128,27.6086647,0.47878013469014136
E1,Al,68.312,26.940942516,0.6806757738480118
E2,Al,68.245,25.572614129999998,0.6969856401134409
Kapton7,Kapton,0.0036128,24.8705259,0.5192594941156011
Silicone7,Silicone,0.0047952,24.870417240000002,0.5192622954834891
Ni02,Ni,23.103,24.66353166,0.5491615348671504
Silicone8,Silicone,0.0047952,24.456215640000003,0.5257710644561856
Kapton8,Kapton,0.0036128,24.456106079999994,0.5257688996004172
Kapton9,Kapton,0.0036128,24.45601548,0.5257700170230037
Silicone9,Silicone,0.0047952,24.455909379999998,0.5257708493517073
Zr02,Zr,16.378,24.327546619999996,0.5380820685792973
Silicone10,Silicone,0.0047952,24.199030079999996,0.5297715070246733
Kapton10,Kapton,0.0036128,24.1989207,0.5297696079537877
Kapton11,Kapton,0.0036128,24.19883398,0.5297713638895175
Silicone11,Silicone,0.0047952,24.19872592,0.5297735160614898
Ti02,Ti,11.74,24.087592139999998,0.5393383162822946
Silicone12,Silicone,0.0047952,23.976343779999997,0.5335191078633562
Kapton12,Kapton,0.0036128,23.97623398,0.5335220642985251
E3,Al,68.349,23.228013797142857,0.7426553302256006
Kapton13,Kapton,0.0036128,22.46925718,0.5610236906035677
Silicone13,Silicone,0.0047952,22.469136759999998,0.5610262935163578
Ni03,Ni,23.064,22.246250219999997,0.593842689228344
Silicone14,Silicone,0.0047952,22.02279484,0.5694088373650118
Kapton14,Kapton,0.0036128,22.022677,0.5694101643551861
Kapton15,Kapton,0.0036128,22.022578839999998,0.5694120483307799
Silicone15,Silicone,0.0047952,22.022458699999998,0.5694127462520574
Zr03,Zr,16.14,21.88597512,0.5827344804805921
Silicone16,Silicone,0.0047952,21.74928928,0.5745311887766248
Kapton16,Kapton,0.0036128,21.7491694,0.5745354120536349
Kapton17,Kapton,0.0036128,21.74907014,0.5745382853738995
Silicone17,Silicone,0.0047952,21.74895264,0.5745431909239117
Ti03,Ti,11.273,21.633203199999997,0.5845552459004709
Silicone18,Silicone,0.0047952,21.517300059999997,0.5791892498346256
Kapton18,Kapton,0.0036128,21.517182159999997,0.5791951213345417
Kapton19,Kapton,0.0036128,21.51708128,0.5791975962256418
Silicone19,Silicone,0.0047952,21.51695732,0.5792028091251091
Ni04,Ni,23.201,21.28534524,0.6137782475856752
Silicone20,Silicone,0.0047952,21.053116959999997,0.5885372278457484
Kapton20,Kapton,0.0036128,21.05299174,0.5885405578987504
Kapton21,Kapton,0.0036128,21.05288984,0.5885447837036485
Silicone21,Silicone,0.0047952,21.052764940000003,0.5885510400184477
Zr04,Zr,16.195,20.91125536,0.6026197494865816
Silicone22,Silicone,0.0047952,20.769513240000002,0.5943193221364272
Kapton22,Kapton,0.0036128,20.76938716,0.5943223909858473
Kapton23,Kapton,0.0036128,20.76928336,0.5943243162004314
Silicone23,Silicone,0.0047952,20.769159499999997,0.5943265771945168
Ti04,Ti,11.099,20.65113882,0.6046323989739613
Silicone24,Silicone,0.0047952,20.532951159999996,0.5994806701259469
Kapton24,Kapton,0.0036128,20.532829819999996,0.5994839958820982
Kapton25,Kapton,0.0036128,20.53272684,0.5994860728520841
Silicone25,Silicone,0.0047952,20.5325977,0.5994886283781453
Ni05,Ni,22.746,20.29748724,0.6344115368096503
Silicone26,Silicone,0.0047952,20.061706,0.6097298568743373
Kapton26,Kapton,0.0036128,20.06157924,0.6097350686987114
Kapton27,Kapton,0.0036128,20.06147598,0.6097399070776321
Silicone27,Silicone,0.0047952,20.06134736,0.6097422352281578
Zr05,Zr,16.4,19.9129384,0.6248889272546282
Silicone28,Silicone,0.0047952,19.76429596,0.6162837709429629
Kapton28,Kapton,0.0036128,19.764168839999996,0.616288862768957
Kapton29,Kapton,0.0036128,19.76406586,0.6162936248108205
Silicone29,Silicone,0.0047952,19.7639371,0.6162984368336414
Ti05,Ti,11.317,19.63894274,0.6276314592189371
Silicone30,Silicone,0.0047952,19.5137512,0.6222631042401277
Kapton30,Kapton,0.0036128,19.5136206,0.6222647212044404
SS2,SS_316,100.865,18.400037970000003,0.9619296108127033
