# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 2.528262e-05 1.037689e-17 2.528262e-05 1.781251e-11 1.362748e-06 0.000000e+00
 3.500000e+00 8.704870e+01 3.278006e-02 8.704870e+01 3.858603e-02 5.137855e+01 0.000000e+00
 6.000000e+00 7.380840e+02 3.011778e-01 7.380840e+02 2.530775e-01 3.160254e+02 0.000000e+00
 8.500000e+00 1.182429e+03 1.240619e-01 1.182429e+03 2.633904e-01 2.699237e+02 0.000000e+00
 1.100000e+01 1.416104e+03 3.364442e-02 1.416104e+03 1.745365e-01 1.805656e+02 0.000000e+00
 1.350000e+01 1.548763e+03 8.218489e-03 1.548763e+03 7.950223e-02 1.448652e+02 0.000000e+00
 1.600000e+01 1.629428e+03 2.015122e-03 1.629428e+03 1.939406e-02 1.371764e+02 0.000000e+00
 1.850000e+01 1.680219e+03 5.163239e-04 1.680219e+03 3.184269e-03 1.314650e+02 0.000000e+00
 2.100000e+01 1.712777e+03 1.376694e-04 1.712777e+03 5.434992e-04 1.282312e+02 0.000000e+00
 2.350000e+01 1.733281e+03 3.879901e-05 1.733281e+03 1.442341e-04 1.227412e+02 0.000000e+00
 2.600000e+01 1.746387e+03 1.146102e-05 1.746387e+03 5.900652e-05 1.165124e+02 0.000000e+00
 2.850000e+01 1.754134e+03 3.555111e-06 1.754134e+03 2.881983e-05 1.097600e+02 0.000000e+00
 3.100000e+01 1.757608e+03 1.139995e-06 1.757608e+03 1.324206e-05 1.036459e+02 0.000000e+00
 3.350000e+01 1.758294e+03 3.799300e-07 1.758294e+03 4.935178e-06 9.790842e+01 0.000000e+00
 3.600000e+01 1.757063e+03 1.310374e-07 1.757063e+03 1.472261e-06 9.251257e+01 0.000000e+00
 3.850000e+01 1.754183e+03 4.715089e-08 1.754183e+03 4.041015e-07 8.711191e+01 0.000000e+00
 4.100000e+01 1.749996e+03 1.732970e-08 1.749996e+03 1.160990e-07 8.234630e+01 0.000000e+00
 4.350000e+01 1.744883e+03 6.485591e-09 1.744883e+03 3.771910e-08 8.179844e+01 0.000000e+00
 4.600000e+01 1.739077e+03 2.523444e-09 1.739077e+03 1.429495e-08 7.745269e+01 0.000000e+00
 4.850000e+01 1.732679e+03 9.913699e-10 1.732679e+03 5.731446e-09 7.340604e+01 0.000000e+00
 5.100000e+01 1.725805e+03 4.137732e-10 1.725805e+03 2.386704e-09 6.524224e+01 0.000000e+00
 5.350000e+01 1.718558e+03 1.806443e-10 1.718558e+03 9.799579e-10 6.340553e+01 0.000000e+00
