Foil,Energy,Energy_min_unc,Energy_plus_unc,xs,xs_unc
Zr06,47.63516853333334,0.8851685333333421,0.914831466666655,19.381484799956905,3.357688238166733
Zr07,41.110509566666664,1.060509566666667,1.0394904333333415,22.502124510343247,3.4657974269424603
Zr08,36.351075,1.1010750000000016,1.1989249999999956,17.503436785235085,2.6784263721138015
Zr09,31.041554066666667,1.2915540666666665,1.308445933333335,8.038216125375445,1.3236626999588714
