Foil,Energy,Energy_min_unc,Energy_plus_unc,xs,xs_unc
Ni01,27.337003000000003,0.6070030000000024,0.6529969999999956,0.4968916393039611,0.11837804049613623
Ni02,20.392268865,0.7422688649999998,0.7577311350000002,0.9473318230892905,0.11096274213210308
Ni03,13.9680305,0.9780305000000009,1.0619695,1.4116783625996963,0.0593748442282755
Ni04,8.648899379944393,1.2988993799443929,1.5211006200556056,2.381793845787712,0.23678794093232747
