Foil,Energy,Energy_min_unc,Energy_plus_unc,xs,xs_unc
Zr01,26.39531264,0.62531264,0.63468736,3.44317019,0.302511583
Zr03,12.44547236,1.015472364,1.084527636,0.22851936,0.052156372
Zr06,47.63516853,0.885168533,0.914831467,6.20271661,0.592329972
Zr07,41.11050957,1.060509567,1.039490433,5.426059907,0.556681051
Zr08,36.351075,1.101075,1.198925,5.271888315,0.744996872
Zr10,24.8961017,1.5461017,1.5538983,3.283536542,0.117881747
