# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 1.509475e-04 2.259539e-16 1.509475e-04 3.499264e-11 1.137718e-04 0.000000e+00
 3.500000e+00 1.457303e+02 6.297908e-02 1.402859e+02 2.708674e-02 9.946703e+01 0.000000e+00
 6.000000e+00 1.127752e+03 3.043406e-01 8.259063e+02 1.723890e-01 4.324442e+02 0.000000e+00
 8.500000e+00 1.973479e+03 1.300277e-01 1.229066e+03 1.986689e-01 3.452218e+02 0.000000e+00
 1.100000e+01 2.396528e+03 4.054811e-02 1.434889e+03 1.409459e-01 2.308111e+02 0.000000e+00
 1.350000e+01 2.608675e+03 1.116706e-02 1.549742e+03 5.848187e-02 1.797489e+02 0.000000e+00
 1.600000e+01 2.738500e+03 3.028716e-03 1.618380e+03 1.244586e-02 1.606762e+02 0.000000e+00
 1.850000e+01 2.825267e+03 8.440034e-04 1.660825e+03 2.071613e-03 1.507273e+02 0.000000e+00
 2.100000e+01 2.884200e+03 2.437089e-04 1.687423e+03 3.839805e-04 1.450575e+02 0.000000e+00
 2.350000e+01 2.924394e+03 7.351152e-05 1.703180e+03 1.006485e-04 1.381830e+02 0.000000e+00
 2.600000e+01 2.952576e+03 2.310147e-05 1.711992e+03 3.864207e-05 1.310123e+02 0.000000e+00
 2.850000e+01 2.973420e+03 7.555878e-06 1.716631e+03 1.762227e-05 1.237531e+02 0.000000e+00
 3.100000e+01 2.987872e+03 2.562224e-06 1.717871e+03 7.617689e-06 1.167447e+02 0.000000e+00
 3.350000e+01 2.996029e+03 8.989418e-07 1.716444e+03 2.731038e-06 1.101692e+02 0.000000e+00
 3.600000e+01 2.998766e+03 3.259495e-07 1.713331e+03 8.280692e-07 1.040529e+02 0.000000e+00
 3.850000e+01 2.996823e+03 1.228724e-07 1.709018e+03 2.371607e-07 9.811410e+01 0.000000e+00
 4.100000e+01 2.990707e+03 4.678315e-08 1.703647e+03 6.863342e-08 9.670127e+01 0.000000e+00
 4.350000e+01 2.981311e+03 1.821698e-08 1.697447e+03 2.179701e-08 9.154212e+01 0.000000e+00
 4.600000e+01 2.969812e+03 7.404052e-09 1.690665e+03 7.722959e-09 8.674519e+01 0.000000e+00
 4.850000e+01 2.957261e+03 3.086860e-09 1.683445e+03 2.958479e-09 8.228723e+01 0.000000e+00
 5.100000e+01 2.944462e+03 1.303880e-09 1.675864e+03 1.137171e-09 7.736491e+01 0.000000e+00
 5.350000e+01 2.932035e+03 5.955175e-10 1.668003e+03 4.822023e-10 7.488710e+01 0.000000e+00
