# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 3.500000e+00 4.870999e+01 7.346519e+01 1.707586e+00 1.035739e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.550390e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.956248e-13 2.465428e-24 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.966208e+02 4.679905e+02 2.770922e+01 1.922254e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.932737e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.013088e-01 9.228664e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 1.609636e+02 5.534282e+02 6.149555e+01 7.394424e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803945e+02 1.400122e-08 0.000000e+00 0.000000e+00 0.000000e+00 2.294063e+01 6.026176e-02 0.000000e+00 4.054904e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.235878e+02 4.029606e+02 7.697807e+01 1.315780e+01 0.000000e+00 0.000000e+00 0.000000e+00 6.714177e+02 8.934768e-03 0.000000e+00 0.000000e+00 0.000000e+00 9.712520e+01 8.258497e+00 3.619653e-10 9.642960e-11 7.408614e-26 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.106560e+02 3.012445e+02 5.396812e+01 1.876376e+01 0.000000e+00 0.000000e+00 1.891536e+00 8.178454e+02 2.029050e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.564709e+02 4.639969e+01 6.732418e-02 3.610924e-06 7.124927e-10 0.000000e+00 0.000000e+00 0.000000e+00 2.075235e-20 3.730733e-08 0.000000e+00 0.000000e+00
 1.600000e+01 1.065592e+02 2.657533e+02 2.928535e+01 2.110251e+01 0.000000e+00 0.000000e+00 1.193643e+01 8.357876e+02 1.567222e+01 4.209875e-04 0.000000e+00 0.000000e+00 2.062480e+02 8.214735e+01 3.778659e+00 2.636196e-03 1.901976e-05 0.000000e+00 0.000000e+00 0.000000e+00 7.076348e-08 2.086750e-01 0.000000e+00 0.000000e+00
 1.850000e+01 1.032602e+02 2.523275e+02 1.648695e+01 1.843263e+01 0.000000e+00 0.000000e+00 2.659870e+01 7.999400e+02 3.217157e+01 4.453832e-01 0.000000e+00 0.000000e+00 2.308586e+02 1.104724e+02 1.285249e+01 1.590081e-01 3.164399e-03 0.000000e+00 1.935279e-01 0.000000e+00 1.654644e-03 1.716397e+01 0.000000e+00 0.000000e+00
 2.100000e+01 1.011189e+02 2.448418e+02 1.055837e+01 1.538126e+01 0.000000e+00 0.000000e+00 3.117832e+01 7.099406e+02 4.388269e+01 3.053404e+00 0.000000e+00 0.000000e+00 2.255621e+02 1.301377e+02 2.136404e+01 1.524052e+00 5.935517e-02 0.000000e+00 6.725871e+00 0.000000e+00 3.051318e-01 1.023660e+02 0.000000e+00 0.000000e+00
 2.350000e+01 9.724960e+01 2.352086e+02 7.723355e+00 1.284160e+01 0.000000e+00 0.000000e+00 2.683637e+01 6.069881e+02 4.783796e+01 7.545139e+00 0.000000e+00 0.000000e+00 1.942854e+02 1.357920e+02 2.775034e+01 4.752643e+00 3.109069e-01 0.000000e+00 2.750970e+01 1.995317e-10 4.971242e+00 2.255020e+02 0.000000e+00 0.000000e+00
 2.600000e+01 9.297949e+01 2.254262e+02 6.115249e+00 1.083023e+01 0.000000e+00 0.000000e+00 2.171761e+01 5.338100e+02 4.291169e+01 1.205759e+01 0.000000e+00 0.000000e+00 1.585090e+02 1.253096e+02 3.194755e+01 8.237369e+00 9.964488e-01 7.572779e-06 6.083055e+01 4.228325e-05 2.168251e+01 3.146417e+02 0.000000e+00 0.000000e+00
