filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,307.0,1449.4207213592292,141.98945224932993,0.0347,0.0008,0.0055876869021528035,0.0016839724588886237,7918828.431235221,2524644.62239972,7918.828431235222,2524.64462239972,1.2702831481166919,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,382.86,1649.5351198329402,2014.1330528210744,0.0363,0.0012,0.005345437350011205,0.0006031589150052809,9005331.473960685,11048874.115358075,9005.331473960685,11048.874115358076,330.52568054806846,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,87Y,388.5276,16940.181496766323,2703.1446249552905,0.8220000000000001,0.041100000000000005,0.005322056397852915,0.0005647451120605168,4101991.6760581704,812999.965674013,4101.99167605817,812.999965674013,330.52568054806846,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,443.13,4345.37855620515,185.58266673566084,0.16899999999999998,0.005,0.005084759475808166,0.00033158979857097326,5356714.542833436,453966.78740688704,5356.714542833436,453.966787406887,3.802431652491446,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,87Y,484.805,15667.2350397231,168.2697663619595,0.898,0.009000000000000001,0.004900139383559695,0.0002492321329813728,3771686.5595372063,201938.32745334593,3771.6865595372064,201.93832745334592,1.4958620667980276,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,580.57,931.8849568999274,86.17119581029907,0.0478,0.0014000000000000002,0.004496286302461566,0.00015058363251227555,4593126.990500726,494763.2903803104,4593.126990500726,494.76329038031037,1.352752132940953,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,627.72,6168.727196688587,123.64495072925813,0.326,0.01,0.00431255513771163,0.00011806651931089874,4648055.547082222,220688.73833635278,4648.055547082222,220.68873833635277,1.351803930276907,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,645.87,2258.4018832023753,275.0932746080943,0.092,0.011000000000000001,0.004244697170838002,0.00010744130552034628,6126249.693560978,1064923.2412068318,6126.249693560979,1064.9232412068318,7.699557366914721,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,703.33,3636.205503819603,255.99503446382406,0.154,0.004,0.004040348585465065,8.043237329776471e-05,6190658.804860318,491460.36630081787,6190.658804860318,491.4603663008179,5.50037445461812,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,777.37,4182.0142857772325,76.47968232843411,0.22399999999999998,0.006,0.003799077572639351,5.452515148199591e-05,5205798.308810123,201419.44935386215,5205.798308810124,201.41944935386215,0.7733893633152137,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,826.02,1148.3582688851723,84.33969196668006,0.033,0.0008,0.0036529582944274845,4.532861204050867e-05,10091291.55381963,844687.454800094,10091.29155381963,844.687454800094,1.5448407125292742,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,835.67,848.0938955602264,84.73289012324443,0.044000000000000004,0.006,0.0036250737074437953,4.4458989143213836e-05,5632515.883475158,974059.5035783178,5632.515883475158,974.0595035783178,1.5448407125292742,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,1024.04,470.5311658210593,42.121666404330306,0.0379,0.0017000000000000001,0.003143160145403618,4.06742703169404e-05,4184183.1002395162,464395.29597996885,4184.1831002395165,464.39529597996886,1.2089161571493912,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,1076.63,10044.447559980583,149.8286670858307,0.8250000000000001,0.04125,0.0030274201083620193,3.830754469376668e-05,4260174.825436741,232645.06990733946,4260.174825436741,232.64506990733946,2.2167593696727987,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,1153.05,3283.2111514748485,67.98818627568373,0.305,0.009000000000000001,0.002872629424901947,3.9413257365207545e-05,3969605.7482553194,168058.95559377546,3969.605748255319,168.05895559377547,1.1601929641720936,02/14/2017 19:40:47,944.0,1000.0
../../../2017_Feb_Zr/50MeV/BK140217_Zr07_10cm_50MeV.Spe,86Y,1349.15,284.39727551465546,34.12665327788694,0.029500000000000002,0.0009,0.0025346100827320053,5.0008777541677616e-05,4029213.3400076716,558818.6528764728,4029.213340007672,558.8186528764728,1.1890569484852656,02/14/2017 19:40:47,944.0,1000.0
