# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 2.197978e-03 1.618839e-03 9.158061e-08 1.619917e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 1.056569e+02 1.549829e+02 8.357791e+00 3.561465e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.531274e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 2.684774e+02 4.685964e+02 5.855351e+01 2.850772e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.333190e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.616529e-06 3.219688e-07 0.000000e+00 1.932243e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 2.164277e+02 4.372012e+02 9.008037e+01 1.348743e+01 0.000000e+00 0.000000e+00 0.000000e+00 4.927648e+02 2.657426e-06 0.000000e+00 0.000000e+00 0.000000e+00 2.837524e-01 9.289517e-02 0.000000e+00 9.585244e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.723898e+02 3.206981e+02 9.260113e+01 2.260357e+01 0.000000e+00 0.000000e+00 3.733156e-02 7.794264e+02 1.411455e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.233458e+00 1.146169e+01 0.000000e+00 3.186422e-04 5.871614e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.528460e+02 2.587992e+02 6.040696e+01 3.095168e+01 0.000000e+00 0.000000e+00 7.128625e+00 9.027522e+02 8.677064e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.505877e+01 4.300163e+01 7.034650e-04 6.619298e-02 7.035317e-05 0.000000e+00 0.000000e+00 0.000000e+00 7.187313e-13 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.442805e+02 2.347782e+02 3.358368e+01 3.679712e+01 0.000000e+00 0.000000e+00 3.227900e+01 9.122361e+02 3.385571e+01 1.604545e-02 0.000000e+00 0.000000e+00 4.861962e+01 5.783699e+01 2.157563e+00 8.887831e-01 3.792188e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.220616e-04 2.733807e-03 0.000000e+00 0.000000e+00
 1.850000e+01 1.379921e+02 2.196801e+02 1.957453e+01 3.242944e+01 0.000000e+00 0.000000e+00 5.069872e+01 8.914805e+02 5.908572e+01 2.780243e+00 0.000000e+00 0.000000e+00 6.601874e+01 6.531743e+01 1.164459e+01 3.197557e+00 1.968788e-01 0.000000e+00 6.556879e-01 0.000000e+00 1.329953e-01 3.936679e+00 0.000000e+00 0.000000e+00
 2.100000e+01 1.324391e+02 2.085571e+02 1.259475e+01 2.547353e+01 0.000000e+00 0.000000e+00 5.016535e+01 8.369011e+02 7.285188e+01 1.004896e+01 0.000000e+00 0.000000e+00 7.409723e+01 6.990421e+01 1.966076e+01 6.630756e+00 5.556728e-01 0.000000e+00 1.557433e+01 2.592469e-11 2.596891e+00 4.145261e+01 0.000000e+00 0.000000e+00
 2.350000e+01 1.256213e+02 1.995606e+02 8.886406e+00 2.006849e+01 0.000000e+00 0.000000e+00 3.985212e+01 7.440953e+02 7.084919e+01 1.687382e+01 0.000000e+00 0.000000e+00 7.314727e+01 7.037762e+01 2.596211e+01 1.024508e+01 1.699586e+00 0.000000e+00 5.881560e+01 2.063128e-05 1.334713e+01 1.073657e+02 0.000000e+00 0.000000e+00
 2.600000e+01 1.191780e+02 1.901103e+02 6.733044e+00 1.624161e+01 0.000000e+00 0.000000e+00 3.076336e+01 6.584366e+02 5.852685e+01 2.189567e+01 0.000000e+00 0.000000e+00 6.567216e+01 6.385929e+01 3.054296e+01 1.254259e+01 4.055017e+00 8.235567e-03 1.117678e+02 1.058489e-02 3.423350e+01 1.633240e+02 0.000000e+00 0.000000e+00
 2.850000e+01 1.129747e+02 1.807953e+02 5.329054e+00 1.344169e+01 0.000000e+00 0.000000e+00 2.528838e+01 5.979826e+02 4.431581e+01 2.538966e+01 0.000000e+00 0.000000e+00 5.773536e+01 5.262057e+01 3.302098e+01 1.245465e+01 6.897863e+00 1.851189e-01 1.532858e+02 2.511544e-01 6.026368e+01 1.995991e+02 0.000000e+00 0.000000e+00
 3.100000e+01 1.069703e+02 1.719227e+02 4.318985e+00 1.132942e+01 0.000000e+00 0.000000e+00 2.236679e+01 5.576177e+02 3.289865e+01 2.599031e+01 0.000000e+00 0.000000e+00 5.203151e+01 4.113355e+01 3.262943e+01 1.038193e+01 9.082291e+00 5.872934e-01 1.797907e+02 1.408326e+00 8.478879e+01 2.207952e+02 0.000000e+00 0.000000e+00
 3.350000e+01 1.012369e+02 1.634858e+02 3.576325e+00 9.672283e+00 0.000000e+00 0.000000e+00 2.074733e+01 5.286171e+02 2.509157e+01 2.345832e+01 0.000000e+00 0.000000e+00 4.836876e+01 3.196060e+01 2.959578e+01 7.758306e+00 9.754288e+00 9.163187e-01 1.940168e+02 3.650485e+00 1.028096e+02 2.315297e+02 0.000000e+00 0.000000e+00
