# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 3.500000e+00 5.018481e+00 1.151172e-01 9.151019e-04 4.619097e-05 0.000000e+00 0.000000e+00 0.000000e+00 5.586609e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 3.093674e+02 1.565731e+01 5.308997e-01 2.650402e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.143132e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.303592e-16 1.422526e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 6.107600e+02 6.133771e+01 2.856155e+00 9.955262e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.017852e+02 1.299105e-06 0.000000e+00 0.000000e+00 0.000000e+00 1.834599e-06 8.423502e-07 0.000000e+00 1.171145e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 4.184712e+02 1.073084e+02 6.959346e+00 6.558953e-01 0.000000e+00 0.000000e+00 3.545741e+02 4.798462e+02 6.640301e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.264683e-03 2.615800e-03 2.589706e-15 3.203584e-15 2.483481e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.733991e+02 1.366352e+02 1.166235e+01 3.528578e+00 0.000000e+00 0.000000e+00 8.112161e+02 3.672034e+02 6.406898e-01 7.898154e-11 0.000000e+00 0.000000e+00 5.660978e-02 1.010889e-01 7.847912e-06 1.052490e-10 1.953298e-13 0.000000e+00 0.000000e+00 0.000000e+00 1.265569e-20 2.294613e-11 0.000000e+00 0.000000e+00
 1.600000e+01 2.452887e+02 1.603286e+02 1.169828e+01 8.061897e+00 0.000000e+00 0.000000e+00 9.201973e+02 4.018400e+02 6.994352e+00 1.221015e-02 0.000000e+00 0.000000e+00 2.854744e-01 3.867090e-01 1.365547e-02 1.915678e-07 1.032385e-08 0.000000e+00 1.596409e-05 0.000000e+00 1.128858e-10 1.018211e-03 0.000000e+00 0.000000e+00
 1.850000e+01 2.371945e+02 1.732939e+02 8.705288e+00 1.219581e+01 0.000000e+00 0.000000e+00 9.223947e+02 4.658779e+02 1.754264e+01 1.047602e+00 0.000000e+00 0.000000e+00 7.238013e-01 4.528821e-01 1.850375e-01 3.183704e-05 1.777458e-06 0.000000e+00 1.581728e+01 6.078466e-17 4.307511e-06 3.922693e-01 0.000000e+00 0.000000e+00
 2.100000e+01 2.369693e+02 1.818819e+02 7.038018e+00 1.340969e+01 0.000000e+00 0.000000e+00 7.460634e+02 5.064854e+02 2.522828e+01 4.864932e+00 0.000000e+00 0.000000e+00 1.350710e+00 5.730290e-01 4.460421e-01 9.682363e-04 7.869556e-05 1.034043e+01 1.878074e+02 2.918212e-07 2.456478e-03 3.357301e+00 0.000000e+00 0.000000e+00
 2.350000e+01 2.296137e+02 1.814738e+02 6.137292e+00 1.260690e+01 0.000000e+00 0.000000e+00 4.748299e+02 4.986184e+02 3.109075e+01 1.037653e+01 0.000000e+00 0.000000e+00 2.028135e+00 7.886350e-01 6.555255e-01 8.897471e-03 1.032889e-03 1.401961e+02 3.794099e+02 2.150238e-03 1.152751e-01 7.435775e+00 0.000000e+00 0.000000e+00
 2.600000e+01 2.214542e+02 1.881575e+02 5.443781e+00 1.138628e+01 0.000000e+00 0.000000e+00 2.941745e+02 4.628649e+02 3.446809e+01 1.581121e+01 0.000000e+00 0.000000e+00 2.351510e+00 1.044373e+00 9.762230e-01 2.943307e-02 6.390937e-03 3.016711e+02 4.594181e+02 2.966020e-01 1.284100e+00 1.016502e+01 0.000000e+00 0.000000e+00
 2.850000e+01 2.119587e+02 1.851502e+02 4.806234e+00 1.026934e+01 0.000000e+00 0.000000e+00 2.186356e+02 4.415138e+02 3.251294e+01 2.064558e+01 0.000000e+00 0.000000e+00 2.430624e+00 1.230627e+00 1.402101e+00 5.960794e-02 2.024679e-02 3.871985e+02 4.948279e+02 4.492353e+00 4.377214e+00 1.447077e+01 0.000000e+00 0.000000e+00
 3.100000e+01 2.015325e+02 1.800879e+02 4.179662e+00 9.011197e+00 0.000000e+00 0.000000e+00 1.906829e+02 4.328106e+02 2.481466e+01 2.345111e+01 0.000000e+00 0.000000e+00 2.405086e+00 1.167839e+00 1.836853e+00 9.611133e-02 4.413754e-02 4.153700e+02 5.122590e+02 1.583414e+01 6.899788e+00 2.065095e+01 0.000000e+00 0.000000e+00
 3.350000e+01 1.970108e+02 1.730416e+02 3.679824e+00 7.896947e+00 0.000000e+00 0.000000e+00 1.804278e+02 4.298582e+02 1.742830e+01 2.309366e+01 0.000000e+00 0.000000e+00 2.430455e+00 9.724596e-01 2.064195e+00 1.202743e-01 7.801838e-02 3.833264e+02 5.081923e+02 2.772783e+01 8.337789e+00 2.763310e+01 1.278028e-02 0.000000e+00
 3.600000e+01 1.868350e+02 1.661606e+02 3.215112e+00 6.836908e+00 0.000000e+00 0.000000e+00 1.743725e+02 4.223196e+02 1.309738e+01 2.099751e+01 0.000000e+00 0.000000e+00 2.490687e+00 8.117688e-01 2.023495e+00 1.127332e-01 1.194499e-01 3.021486e+02 4.809628e+02 3.718240e+01 9.308441e+00 3.314349e+01 4.483535e+00 0.000000e+00
 3.850000e+01 1.776643e+02 1.661194e+02 2.809301e+00 6.034971e+00 0.000000e+00 0.000000e+00 1.692481e+02 4.164618e+02 1.078847e+01 1.859838e+01 0.000000e+00 0.000000e+00 2.503765e+00 7.222090e-01 1.867821e+00 8.429067e-02 1.445143e-01 2.136997e+02 4.315931e+02 4.173156e+01 1.019198e+01 3.603191e+01 2.619127e+01 0.000000e+00
 4.100000e+01 1.687984e+02 1.593091e+02 2.455413e+00 5.439038e+00 0.000000e+00 0.000000e+00 1.637319e+02 4.092393e+02 9.490254e+00 1.644420e+01 0.000000e+00 0.000000e+00 2.463618e+00 6.639903e-01 1.672544e+00 5.749113e-02 1.438153e-01 1.536915e+02 3.907492e+02 4.058818e+01 1.069615e+01 3.604795e+01 5.949890e+01 0.000000e+00
 4.350000e+01 1.640909e+02 1.515045e+02 2.159738e+00 4.830671e+00 0.000000e+00 0.000000e+00 1.585311e+02 3.995051e+02 8.593956e+00 1.456749e+01 0.000000e+00 0.000000e+00 2.440498e+00 6.250190e-01 1.493499e+00 4.024896e-02 1.295391e-01 1.196973e+02 3.651349e+02 3.416747e+01 1.036253e+01 3.515145e+01 8.923858e+01 6.129303e-09
 4.600000e+01 1.555087e+02 1.442173e+02 1.900741e+00 4.260796e+00 0.000000e+00 0.000000e+00 1.525372e+02 3.878687e+02 7.868341e+00 1.301950e+01 0.000000e+00 0.000000e+00 2.437605e+00 5.956760e-01 1.323670e+00 3.086459e-02 1.100168e-01 1.022123e+02 3.520103e+02 2.659590e+01 9.274868e+00 3.433030e+01 1.044490e+02 1.325061e-02
 4.850000e+01 1.479062e+02 1.433072e+02 1.678375e+00 3.823273e+00 0.000000e+00 0.000000e+00 1.475172e+02 3.748613e+02 7.213938e+00 1.165748e+01 0.000000e+00 0.000000e+00 2.391732e+00 5.792729e-01 1.204758e+00 2.562878e-02 9.474677e-02 9.403308e+01 3.468862e+02 1.977694e+01 7.967798e+00 3.381449e+01 1.000471e+02 4.277462e-01
 5.100000e+01 1.429194e+02 1.350529e+02 1.504016e+00 3.574442e+00 0.000000e+00 0.000000e+00 1.418480e+02 3.618652e+02 6.637251e+00 1.045300e+01 0.000000e+00 0.000000e+00 2.383206e+00 5.482725e-01 1.077554e+00 2.263081e-02 8.371833e-02 8.993899e+01 3.423263e+02 1.523696e+01 7.162617e+00 3.347922e+01 8.322961e+01 2.654746e+00
 5.350000e+01 1.374030e+02 1.308734e+02 1.331418e+00 3.109462e+00 0.000000e+00 0.000000e+00 1.367264e+02 3.500443e+02 6.120896e+00 9.470676e+00 0.000000e+00 0.000000e+00 2.307820e+00 5.264173e-01 9.921836e-01 2.029672e-02 7.379180e-02 8.678562e+01 3.352998e+02 1.232417e+01 6.531698e+00 3.371702e+01 6.294600e+01 7.888529e+00
