# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 3.500000e+00 5.137266e+00 4.619030e-05 5.137266e+00 2.705543e-03 5.018435e+00 0.000000e+00
 6.000000e+00 3.571414e+02 2.231422e-02 3.571414e+02 1.280021e-01 3.093451e+02 0.000000e+00
 8.500000e+00 9.770083e+02 9.555080e-03 9.770083e+02 1.697925e-01 6.107504e+02 0.000000e+00
 1.100000e+01 1.367945e+03 1.605570e-03 1.367945e+03 1.179027e-01 4.184696e+02 0.000000e+00
 1.350000e+01 1.604480e+03 2.514294e-04 1.604480e+03 3.709517e-02 2.733989e+02 0.000000e+00
 1.600000e+01 1.755114e+03 4.080960e-05 1.755114e+03 5.527375e-03 2.452886e+02 0.000000e+00
 1.850000e+01 1.855825e+03 7.110077e-06 1.855825e+03 9.826822e-04 2.371945e+02 0.000000e+00
 2.100000e+01 1.925820e+03 1.315785e-06 1.925820e+03 3.281256e-04 2.369693e+02 0.000000e+00
 2.350000e+01 1.975389e+03 2.619318e-07 1.975389e+03 1.489613e-04 2.296137e+02 0.000000e+00
 2.600000e+01 2.011004e+03 5.463935e-08 2.011004e+03 6.743658e-05 2.214542e+02 0.000000e+00
 2.850000e+01 2.036506e+03 1.212380e-08 2.036506e+03 2.649975e-05 2.119587e+02 0.000000e+00
 3.100000e+01 2.054799e+03 2.840693e-09 2.054799e+03 7.971020e-06 2.015325e+02 0.000000e+00
 3.350000e+01 2.067729e+03 6.902435e-10 2.067729e+03 1.812841e-06 1.970108e+02 0.000000e+00
 3.600000e+01 2.076455e+03 1.774358e-10 2.076455e+03 4.364948e-07 1.868350e+02 0.000000e+00
 3.850000e+01 2.082054e+03 4.675359e-11 2.082054e+03 1.314130e-07 1.776643e+02 0.000000e+00
 4.100000e+01 2.085193e+03 1.292115e-11 2.085193e+03 4.798990e-08 1.687984e+02 0.000000e+00
 4.350000e+01 2.086270e+03 3.693300e-12 2.086270e+03 1.828023e-08 1.640909e+02 0.000000e+00
 4.600000e+01 2.085709e+03 1.102856e-12 2.085709e+03 6.758611e-09 1.555087e+02 0.000000e+00
 4.850000e+01 2.083905e+03 3.339894e-13 2.083905e+03 2.185193e-09 1.479062e+02 0.000000e+00
 5.100000e+01 2.081048e+03 1.061558e-13 2.081048e+03 6.411041e-10 1.429194e+02 0.000000e+00
 5.350000e+01 2.077287e+03 3.440912e-14 2.077287e+03 1.921393e-10 1.374030e+02 0.000000e+00
