# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 4.289616e-03 2.228605e-08 2.612790e-11 2.945196e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 2.821969e+02 3.249646e+00 5.105919e-01 1.087058e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.591945e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 7.688668e+02 1.669492e+01 7.576528e+00 7.513935e-01 0.000000e+00 0.000000e+00 2.251729e+01 1.546341e+02 9.363474e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 5.264296e+02 3.466767e+01 1.605946e+01 2.397999e+00 0.000000e+00 0.000000e+00 5.480667e+02 1.742034e+02 5.242895e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.805324e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 3.262809e+02 4.666048e+01 2.139896e+01 6.796249e+00 0.000000e+00 0.000000e+00 8.932952e+02 1.679095e+02 8.770649e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.394309e-09 1.477998e-07 0.000000e+00 3.374235e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.434149e+02 5.284398e+01 1.787735e+01 1.463670e+01 0.000000e+00 0.000000e+00 9.868102e+02 2.233333e+02 1.165588e+01 1.513356e-02 0.000000e+00 0.000000e+00 9.993176e-04 7.527900e-04 2.602333e-22 2.282271e-13 2.603519e-20 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 2.096107e+02 5.684114e+01 1.170809e+01 2.020405e+01 0.000000e+00 0.000000e+00 9.756867e+02 2.891886e+02 3.010070e+01 3.520026e+00 0.000000e+00 0.000000e+00 5.662215e-02 3.504057e-02 4.511560e-06 1.048548e-07 7.819928e-10 2.421812e+00 8.998113e-01 0.000000e+00 1.326121e-16 2.037859e-18 0.000000e+00 0.000000e+00
 1.850000e+01 1.905283e+02 5.882300e+01 7.851483e+00 1.907728e+01 0.000000e+00 0.000000e+00 8.320110e+02 3.444337e+02 4.497658e+01 1.411017e+01 0.000000e+00 0.000000e+00 2.719344e-01 1.807222e-01 6.419510e-03 1.353238e-04 1.963154e-05 1.051017e+02 1.163722e+01 3.261711e-09 1.352812e-06 5.279399e-06 0.000000e+00 0.000000e+00
 2.100000e+01 1.751862e+02 5.770596e+01 5.701489e+00 1.604934e+01 0.000000e+00 0.000000e+00 5.954166e+02 3.700877e+02 5.420523e+01 2.620534e+01 0.000000e+00 0.000000e+00 5.449923e-01 4.628251e-01 6.866961e-02 7.275356e-03 2.112560e-03 2.996854e+02 4.413659e+01 3.167338e-03 6.402717e-03 7.176064e-03 0.000000e+00 0.000000e+00
 2.350000e+01 1.638572e+02 5.687167e+01 4.399969e+00 1.345913e+01 0.000000e+00 0.000000e+00 4.161200e+02 3.733417e+02 5.818811e+01 3.674249e+01 0.000000e+00 0.000000e+00 7.877405e-01 9.164364e-01 1.919229e-01 5.515172e-02 2.368927e-02 4.288425e+02 9.955089e+01 6.975160e-01 2.174528e-01 1.425918e-01 0.000000e+00 0.000000e+00
