# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 3.500000e+00 8.151687e+01 4.039224e-02 8.151687e+01 1.892794e-02 1.395307e+01 0.000000e+00
 6.000000e+00 7.146827e+02 4.672728e-01 7.146827e+02 1.443296e-01 1.030581e+02 0.000000e+00
 8.500000e+00 1.154811e+03 2.285482e-01 1.154811e+03 1.708672e-01 9.939540e+01 0.000000e+00
 1.100000e+01 1.386336e+03 7.293591e-02 1.386336e+03 1.094419e-01 7.755509e+01 0.000000e+00
 1.350000e+01 1.517839e+03 1.944390e-02 1.517839e+03 3.507577e-02 6.806373e+01 0.000000e+00
 1.600000e+01 1.597814e+03 4.957807e-03 1.597814e+03 5.725343e-03 6.555282e+01 0.000000e+00
 1.850000e+01 1.648332e+03 1.292781e-03 1.648332e+03 8.502150e-04 6.683486e+01 0.000000e+00
 2.100000e+01 1.680848e+03 3.542946e-04 1.680848e+03 1.724837e-04 6.331977e+01 0.000000e+00
 2.350000e+01 1.701206e+03 1.007519e-04 1.701206e+03 5.508488e-05 6.111367e+01 0.000000e+00
 2.600000e+01 1.713920e+03 2.991634e-05 1.713920e+03 2.588263e-05 5.840128e+01 0.000000e+00
 2.850000e+01 1.721658e+03 9.209985e-06 1.721658e+03 1.322184e-05 5.520468e+01 0.000000e+00
 3.100000e+01 1.725284e+03 2.961358e-06 1.725284e+03 5.590347e-06 5.218952e+01 0.000000e+00
 3.350000e+01 1.725921e+03 9.775253e-07 1.725921e+03 1.762860e-06 5.411819e+01 0.000000e+00
 3.600000e+01 1.724638e+03 3.374121e-07 1.724638e+03 4.711950e-07 5.114104e+01 0.000000e+00
 3.850000e+01 1.721844e+03 1.201263e-07 1.721844e+03 1.258634e-07 4.830819e+01 0.000000e+00
 4.100000e+01 1.717755e+03 4.410890e-08 1.717755e+03 3.756192e-08 4.563131e+01 0.000000e+00
 4.350000e+01 1.712686e+03 1.665683e-08 1.712686e+03 1.309120e-08 4.311140e+01 0.000000e+00
 4.600000e+01 1.706919e+03 6.472683e-09 1.706919e+03 5.224238e-09 4.075293e+01 0.000000e+00
 4.850000e+01 1.700588e+03 2.581584e-09 1.700588e+03 2.185349e-09 3.854955e+01 0.000000e+00
 5.100000e+01 1.693796e+03 1.070157e-09 1.693796e+03 8.934989e-10 3.727341e+01 0.000000e+00
 5.350000e+01 1.686629e+03 4.486434e-10 1.686629e+03 3.347647e-10 3.682966e+01 0.000000e+00
