# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 3.500000e+00 1.399346e+01 6.469138e+01 2.698544e+00 4.076014e-02 0.000000e+00 0.000000e+00 0.000000e+00 7.379125e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.515451e-11 1.066784e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.035254e+02 5.074296e+02 4.178320e+01 1.358815e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.018333e+01 5.681883e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.547044e-01 3.347136e-03 0.000000e+00 5.327673e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 9.962395e+01 5.844833e+02 8.069429e+01 7.401152e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.371346e+02 9.299479e-04 0.000000e+00 0.000000e+00 0.000000e+00 4.299961e+01 2.302606e+00 0.000000e+00 7.397453e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 7.762803e+01 4.071277e+02 7.710528e+01 1.428772e+01 0.000000e+00 0.000000e+00 0.000000e+00 6.014758e+02 8.035438e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.748716e+02 3.292706e+01 6.406451e-07 4.301441e-07 2.118643e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 6.808318e+01 3.167503e+02 4.329866e+01 2.058449e+01 0.000000e+00 0.000000e+00 3.839330e-01 7.013701e+02 1.302750e+01 7.147278e-11 0.000000e+00 0.000000e+00 2.728389e+02 8.120619e+01 2.598686e-01 4.746556e-04 2.992553e-05 0.000000e+00 0.000000e+00 0.000000e+00 5.787761e-10 1.026832e-05 0.000000e+00 0.000000e+00
 1.600000e+01 6.555778e+01 2.874151e+02 2.198307e+01 2.199230e+01 0.000000e+00 0.000000e+00 4.310722e+00 7.207359e+02 2.725353e+01 4.036418e-02 0.000000e+00 0.000000e+00 3.183115e+02 1.234716e+02 5.916923e+00 4.762509e-02 4.676851e-03 0.000000e+00 2.796059e-05 0.000000e+00 1.588945e-04 7.638752e-01 0.000000e+00 0.000000e+00
 1.850000e+01 6.683616e+01 2.740041e+02 1.293522e+01 1.882621e+01 0.000000e+00 0.000000e+00 9.740427e+00 6.996117e+02 4.179905e+01 1.296928e+00 0.000000e+00 0.000000e+00 3.238423e+02 1.510718e+02 1.557667e+01 7.055104e-01 4.753975e-02 0.000000e+00 9.247850e-01 0.000000e+00 7.503767e-02 3.075387e+01 0.000000e+00 0.000000e+00
 2.100000e+01 6.332012e+01 2.609226e+02 9.062849e+00 1.537123e+01 0.000000e+00 0.000000e+00 1.043923e+01 6.229724e+02 5.022483e+01 3.440355e+00 0.000000e+00 0.000000e+00 3.027066e+02 1.617009e+02 2.521318e+01 2.929101e+00 2.716748e-01 0.000000e+00 9.676394e+00 2.108144e-12 2.039165e+00 1.385275e+02 0.000000e+00 0.000000e+00
 2.350000e+01 6.111377e+01 2.500645e+02 7.101085e+00 1.271337e+01 0.000000e+00 0.000000e+00 8.650783e+00 5.406062e+02 4.733506e+01 5.799190e+00 0.000000e+00 0.000000e+00 2.541723e+02 1.568483e+02 3.326783e+01 6.078686e+00 1.113466e+00 0.000000e+00 2.868913e+01 4.694132e-06 1.264042e+01 2.682750e+02 0.000000e+00 0.000000e+00
 2.600000e+01 5.840131e+01 2.392421e+02 5.791693e+00 1.061861e+01 0.000000e+00 0.000000e+00 7.062916e+00 4.863291e+02 3.747328e+01 8.100296e+00 0.000000e+00 0.000000e+00 2.108276e+02 1.354805e+02 3.833834e+01 8.767300e+00 2.687860e+00 3.398567e-04 4.827243e+01 2.162016e-03 3.746969e+01 3.620508e+02 0.000000e+00 0.000000e+00
