filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,55CO,91.9,331.7243745902394,103.65446437324725,0.0116,0.0009,0.005824040338322265,0.004299785765830892,5109117.178781724,4124590.7320816624,7105.86533905664,5736.565691351408,1.6491738211943507,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,57NI,127.164,1226.158963735798,111.13182580795932,0.167,0.005,0.005834550712066943,0.0023546285044325423,1309404.2019856498,544297.0249281698,1821.1463170871345,757.0195061587897,1.2251166288313777,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,282.956,26062.19392547099,161.551092039537,0.122,0.0061,0.0035381767892975003,0.0002638743444098895,62823547.32664706,5667661.864103773,87376.28279088603,7882.700784567139,0.8410436278251643,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,373.05,3606.749617211089,86.53832570031729,0.021,0.004,0.0027853497495093525,0.00016203211756373834,64160509.85365033,12914957.419589741,89235.75779367222,17962.388622517024,1.0725251271912786,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,55CO,477.2,3535.482710185805,75.5717492637882,0.20199999999999999,0.017,0.0022793038435983477,0.00011385886244206584,7989985.081672992,811592.2794127333,11112.635718599431,1128.7792481401018,1.2203576575755792,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,529.169,430.5427049415672,49.245181973659506,0.0038,0.0007000000000000001,0.002101722200006747,9.831322432240082e-05,56092935.67277888,12732840.342148535,78015.20955880234,17709.09644248753,1.8326411201633708,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,588.605,1393.5225364863315,62.57601444651506,0.0117,0.0021,0.0019356638151380378,8.494117402677027e-05,64024920.28011803,12294677.287831396,89047.17702380811,17099.690247331568,2.0012499138379076,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,656.008,10710.847317793905,115.47666351641246,0.10800000000000001,0.02,0.001781052761295653,7.469479226915805e-05,57939418.345417276,11033161.588602046,80583.33566817423,15345.14824562176,1.3072857814126746,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,55CO,803.7,131.8135995208011,19.217598205284162,0.0187,0.0015,0.0015248213545577857,6.677476077256277e-05,4810059.967057747,927659.4866868029,6689.930413154029,1290.207909161061,1.0113377245113155,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,58CO,810.7593,3063.108686835721,56.624568124484185,0.9945,0.049725000000000005,0.001514654937459114,6.675485173817049e-05,2115898.1438962063,151262.2328068244,2942.8346924842926,210.37862699141087,1.0113377245113155,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,816.692,266.79851773041025,23.855285071131828,0.0031,0.0006,0.0015062290451503598,6.675439930769306e-05,59454063.62911476,13448713.293344403,82689.9355064183,18704.74727864312,1.0113377245113155,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,61CU,841.211,168.66254047388696,25.30653429612389,0.0021,0.0004,0.0014724998589555065,6.68879830923524e-05,56753797.20320144,14666911.149564523,78934.34937858337,20399.04193263494,1.5527022560348875,02/13/2017 21:11:00,691.0,719.0
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/BC130217_Ni03_18cm_30MeV.Spe,56CO,846.77,527.3485037098477,34.594304304745926,0.9993989999999999,0.04996995,0.0014650875388666183,6.694386567085867e-05,374753.82652053883,38923.062726712174,521.2153359117369,54.1349968382645,1.5527022560348875,02/13/2017 21:11:00,691.0,719.0
