filename;isotope;energy;counts;unc_counts;intensity;unc_intensity;efficiency;unc_efficiency;decays;unc_decays;decay_rate;unc_decay_rate;chi2;start_time;start;stop
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/CS060317_Ti01_18cm_30MeV.Spe;48V;928.327;756.6570574336579;68.72206791027847;0.00783;3E-05;0.0013573650899793908;1.8407128324434238e-05;71262957.55106764;7043523.250621298;4627.164310828364;457.3419421220244;1.3136071150034532;03/06/2017 10:23:02;5.0;5.1
/Users/elisemma/Library/CloudStorage/OneDrive-Personal/Dokumenter/Master/PlanBCode/2017_Feb_Zr/30MeV/CS060317_Ti01_18cm_30MeV.Spe;48V;944.13;7967.068035917797;118.45344367747599;0.0787;7.000000000000001e-05;0.0013386895794177997;1.839713284274336e-05;75694984.34919354;1752828.5089996776;4914.939572053344;113.81264262058812;1.3136071150034532;03/06/2017 10:23:02;4.9;5.0
