# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 4.483481e-03 4.793684e-14 4.483479e-03 8.222524e-10 4.252865e-03 0.000000e+00
 3.500000e+00 3.205524e+02 1.112569e-01 2.941106e+02 4.118245e-02 2.595108e+02 0.000000e+00
 6.000000e+00 1.426011e+03 3.503017e-01 9.752114e+02 9.632787e-02 5.122730e+02 0.000000e+00
 8.500000e+00 2.131414e+03 1.725935e-01 1.299492e+03 7.273474e-02 3.321885e+02 0.000000e+00
 1.100000e+01 2.443574e+03 6.295692e-02 1.457000e+03 3.835891e-02 2.377483e+02 0.000000e+00
 1.350000e+01 2.600321e+03 2.250498e-02 1.542103e+03 1.137387e-02 2.012448e+02 0.000000e+00
 1.600000e+01 2.695173e+03 8.404038e-03 1.590203e+03 1.936469e-03 1.851385e+02 0.000000e+00
 1.850000e+01 2.757094e+03 3.339450e-03 1.617794e+03 3.648803e-04 1.740697e+02 0.000000e+00
 2.100000e+01 2.798657e+03 1.416763e-03 1.633199e+03 8.565169e-05 1.632621e+02 0.000000e+00
 2.350000e+01 2.828334e+03 6.348693e-04 1.641535e+03 2.573784e-05 1.549455e+02 0.000000e+00
 2.600000e+01 2.848277e+03 2.920081e-04 1.644324e+03 9.645035e-06 1.469802e+02 0.000000e+00
 2.850000e+01 2.859430e+03 1.328833e-04 1.643284e+03 4.113822e-06 1.391944e+02 0.000000e+00
 3.100000e+01 2.863610e+03 5.999093e-05 1.640222e+03 1.719536e-06 1.317393e+02 0.000000e+00
 3.350000e+01 2.861718e+03 2.700463e-05 1.635656e+03 6.220331e-07 1.247090e+02 0.000000e+00
 3.600000e+01 2.854436e+03 1.221096e-05 1.629727e+03 2.011703e-07 1.181289e+02 0.000000e+00
 3.850000e+01 2.843281e+03 5.594746e-06 1.622850e+03 6.502581e-08 1.119981e+02 0.000000e+00
 4.100000e+01 2.829998e+03 2.590182e-06 1.615376e+03 2.215377e-08 1.062940e+02 0.000000e+00
 4.350000e+01 2.815929e+03 1.225470e-06 1.607459e+03 8.044139e-09 1.009833e+02 0.000000e+00
 4.600000e+01 2.802008e+03 5.875982e-07 1.599170e+03 3.105246e-09 9.603617e+01 0.000000e+00
 4.850000e+01 2.788958e+03 2.884825e-07 1.590611e+03 1.257838e-09 9.142656e+01 0.000000e+00
 5.100000e+01 2.777249e+03 1.406751e-07 1.581864e+03 5.085100e-10 8.971316e+01 0.000000e+00
 5.350000e+01 2.767115e+03 7.123877e-08 1.573000e+03 2.092353e-10 8.621280e+01 0.000000e+00
