# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 1.492420e-04 9.321462e-06 2.269576e-07 1.293083e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 1.178001e+02 2.116022e+01 5.416092e+00 8.690745e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.745309e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.179267e-11 0.000000e+00 1.093970e-23 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 4.010959e+02 1.432987e+02 3.582754e+01 2.083573e+00 0.000000e+00 0.000000e+00 2.072294e+02 4.870317e+01 4.836167e-05 0.000000e+00 0.000000e+00 0.000000e+00 3.760348e-13 1.701767e-04 0.000000e+00 1.413076e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 2.868182e+02 1.784761e+02 5.253650e+01 5.473120e+00 0.000000e+00 0.000000e+00 5.466866e+02 1.727142e+02 4.181190e-01 4.508400e-14 0.000000e+00 0.000000e+00 1.083499e-04 1.560896e-01 0.000000e+00 7.073758e-08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.134897e+02 1.792951e+02 4.631898e+01 9.126232e+00 0.000000e+00 0.000000e+00 6.823391e+02 3.030212e+02 1.548621e+01 4.849657e-02 0.000000e+00 0.000000e+00 4.445205e-02 9.924972e-01 0.000000e+00 1.470457e-04 8.385768e-17 0.000000e+00 1.311935e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.908887e+02 1.853155e+02 2.853770e+01 1.144842e+01 0.000000e+00 0.000000e+00 6.859328e+02 4.018924e+02 5.397252e+01 2.425857e+00 0.000000e+00 0.000000e+00 5.825831e-01 1.581530e+00 1.970682e-10 1.448750e-02 7.318913e-09 0.000000e+00 2.994959e+00 1.122039e-12 2.859992e-13 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.800305e+02 1.898144e+02 1.812919e+01 1.080634e+01 0.000000e+00 0.000000e+00 5.998821e+02 4.604642e+02 9.264319e+01 8.941177e+00 0.000000e+00 0.000000e+00 1.848212e+00 3.537545e+00 2.270878e-04 1.647010e-01 3.383378e-05 5.261672e-03 6.835721e+01 2.160240e-04 5.254149e-06 7.384566e-09 0.000000e+00 0.000000e+00
 1.850000e+01 1.729264e+02 1.899895e+02 1.313958e+01 9.489814e+00 0.000000e+00 0.000000e+00 4.499359e+02 4.502918e+02 1.172356e+02 1.777477e+01 0.000000e+00 0.000000e+00 3.280928e+00 6.986329e+00 3.747062e-02 6.198070e-01 3.538896e-03 1.833547e+01 2.270223e+02 1.742557e-01 7.809279e-03 1.459139e-03 0.000000e+00 0.000000e+00
 2.100000e+01 1.639854e+02 1.838215e+02 1.015229e+01 8.288461e+00 0.000000e+00 0.000000e+00 3.234260e+02 4.051659e+02 1.228998e+02 2.645715e+01 0.000000e+00 0.000000e+00 4.664326e+00 9.922474e+00 3.441101e-01 1.393576e+00 5.124053e-02 7.664766e+01 3.601108e+02 6.086076e+00 2.388782e-01 2.104348e-01 0.000000e+00 0.000000e+00
 2.350000e+01 1.565742e+02 1.790335e+02 8.263571e+00 7.186816e+00 0.000000e+00 0.000000e+00 2.463249e+02 3.662120e+02 1.043548e+02 3.298562e+01 0.000000e+00 0.000000e+00 5.418219e+00 1.123494e+01 9.766509e-01 2.162531e+00 2.574134e-01 1.177925e+02 4.472470e+02 2.963940e+01 1.724392e+00 2.144359e+00 0.000000e+00 0.000000e+00
