name,compound,areal_density,mu_E,sig_E
SS1,SS_316,100.199,28.801721407499997,0.9179146879510203
Kapton1,Kapton,0.0036128,27.58134904,0.47965745036544394
Silicone1,Silicone,0.0047952,27.5811986,0.4796552947253266
Ni01,Ni,23.253,27.29024452,0.5388156881624453
Silicone2,Silicone,0.0047952,26.99853798,0.48736445592340816
Kapton2,Kapton,0.0036128,26.9983832,0.4873638611527942
Kapton3,Kapton,0.0036128,26.998257000000002,0.4873642288381453
Silicone3,Silicone,0.0047952,26.998103579999995,0.4873660763647626
Zr01,Zr,16.142,26.820527279999997,0.5107425280665412
Silicone4,Silicone,0.0047952,26.6426688,0.4920804770630105
Kapton4,Kapton,0.0036128,26.6425175,0.492081918173946
Kapton5,Kapton,0.0036128,26.642390799999998,0.49208467409111617
Silicone5,Silicone,0.0047952,26.64223738,0.4920902044653354
Ti01,Ti,11.535,26.4892067,0.5098038947233632
Silicone6,Silicone,0.0047952,26.335965859999998,0.49642136790680186
Kapton6,Kapton,0.0036128,26.33581228,0.4964208164462904
E1,Al,68.312,25.2831387675,0.8641245599093806
E2,Al,68.245,23.084199569999996,0.9119879955415067
Kapton7,Kapton,0.0036128,21.93180006,0.572159606564459
Silicone7,Silicone,0.0047952,21.931618679999996,0.5721637988155643
Ni02,Ni,23.103,21.588126074999998,0.6332425940388836
Silicone8,Silicone,0.0047952,21.24283074,0.5857353618410386
Kapton8,Kapton,0.0036128,21.24264512,0.5857362602231362
Kapton9,Kapton,0.0036128,21.24249014,0.5857398466920108
Silicone9,Silicone,0.0047952,21.24230366,0.5857455143239292
Zr02,Zr,16.378,21.02762238,0.615592555610556
Silicone10,Silicone,0.0047952,20.81241448,0.5943786428585145
Kapton10,Kapton,0.0036128,20.81222862,0.5943772957077815
Kapton11,Kapton,0.0036128,20.81207482,0.5943809582430847
Silicone11,Silicone,0.0047952,20.811883459999997,0.5943843922735761
Ti02,Ti,11.74,20.6236331,0.6179580262318711
Silicone12,Silicone,0.0047952,20.434966299999996,0.6026661439506203
Kapton12,Kapton,0.0036128,20.434777639999997,0.6026726499153835
E3,Al,68.349,19.136199355384612,1.0394499862577693
Kapton13,Kapton,0.0036128,17.79467406,0.6704688800855088
Silicone13,Silicone,0.0047952,17.794461919999996,0.6704711066630041
Ni03,Ni,23.064,17.393353452,0.7388941810297898
Silicone14,Silicone,0.0047952,16.988865519999997,0.6934475698674917
Kapton14,Kapton,0.0036128,16.98864562,0.6934560015277218
Kapton15,Kapton,0.0036128,16.98846548,0.6934603317049719
Silicone15,Silicone,0.0047952,16.98824624,0.6934680228574801
Zr03,Zr,16.14,16.7395225,0.7297026769813512
Silicone16,Silicone,0.0047952,16.48990996,0.708168946998383
Kapton16,Kapton,0.0036128,16.489680659999998,0.7081710584470143
Kapton17,Kapton,0.0036128,16.489492479999996,0.7081757064623508
Silicone17,Silicone,0.0047952,16.48926578,0.7081855946861612
Ti03,Ti,11.273,16.2734255,0.7367151731502141
Silicone18,Silicone,0.0047952,16.056853599999997,0.7223974840536476
Kapton18,Kapton,0.0036128,16.05661768,0.7224091305565135
Kapton19,Kapton,0.0036128,16.0564247,0.722420773531541
Silicone19,Silicone,0.0047952,16.05619472,0.7224300734632533
Ni04,Ni,23.201,15.62051221,0.7955827203006082
Silicone20,Silicone,0.0047952,15.1800698,0.7523547497875985
Kapton20,Kapton,0.0036128,15.179831239999999,0.7523657649840684
Kapton21,Kapton,0.0036128,15.17963366,0.7523739007933518
Silicone21,Silicone,0.0047952,15.179393959999999,0.7523852007552503
Zr04,Zr,16.195,14.908925744999998,0.7883920312104853
Silicone22,Silicone,0.0047952,14.636895059999999,0.7718525606277382
Kapton22,Kapton,0.0036128,14.636653039999999,0.7718659315313497
Kapton23,Kapton,0.0036128,14.636452559999997,0.7718742677855289
Silicone23,Silicone,0.0047952,14.636207259999999,0.7718798346396234
Ti04,Ti,11.099,14.403664829999999,0.8002983008985282
Silicone24,Silicone,0.0047952,14.169874959999998,0.7906848198650321
Kapton24,Kapton,0.0036128,14.169617879999999,0.7906956271437863
Kapton25,Kapton,0.0036128,14.16940428,0.7907040469845096
Silicone25,Silicone,0.0047952,14.16914576,0.7907133790913256
Ni05,Ni,22.746,13.70027891142857,0.8693826498859409
Silicone26,Silicone,0.0047952,13.22491224,0.8309223118307646
Kapton26,Kapton,0.0036128,13.224641119999998,0.8309426165537218
Kapton27,Kapton,0.0036128,13.224411540000002,0.8309560214083705
Silicone27,Silicone,0.0047952,13.224137379999998,0.8309702890517419
Zr05,Zr,16.4,12.921852107999998,0.8714269296366485
Silicone28,Silicone,0.0047952,12.61706894,0.8585318878686314
Kapton28,Kapton,0.0036128,12.6167969,0.8585455865301445
Kapton29,Kapton,0.0036128,12.61656688,0.8585573351192485
Silicone29,Silicone,0.0047952,12.616289179999999,0.8585777184477404
Ti05,Ti,11.317,12.350886599999997,0.8924951645473715
Silicone30,Silicone,0.0047952,12.083359659999998,0.8864836295638427
Kapton30,Kapton,0.0036128,12.083068879999999,0.8865037545185839
SS2,SS_316,100.865,9.475865949230768,1.9776798805343576
