name,compound,areal_density,mu_E,sig_E
SS1,SS_316,100.199,28.790902364999997,0.9247851695055488
Kapton1,Kapton,0.0036128,27.558977919999997,0.480734409994202
Silicone1,Silicone,0.0047952,27.55882604,0.48073630798798456
Ni01,Ni,23.253,27.265039220000002,0.5408396618793703
Silicone2,Silicone,0.0047952,26.97046786,0.4885086839627526
Kapton2,Kapton,0.0036128,26.97031484,0.48851389998215455
Kapton3,Kapton,0.0036128,26.970186639999998,0.48851908741164907
Silicone3,Silicone,0.0047952,26.97003424,0.4885229464698894
Zr01,Zr,16.142,26.79068862,0.5122941504667955
Silicone4,Silicone,0.0047952,26.611055599999997,0.4933068563365403
Kapton4,Kapton,0.0036128,26.6109017,0.49330811156630094
Kapton5,Kapton,0.0036128,26.610774299999996,0.49330646950907714
Silicone5,Silicone,0.0047952,26.61062016,0.4933099311807684
Ti01,Ti,11.535,26.45604772,0.5113393764250916
Silicone6,Silicone,0.0047952,26.3012503,0.49774019161597743
Kapton6,Kapton,0.0036128,26.30109356,0.49774427663864335
E1,Al,68.312,25.23750021,0.8709341694123361
E2,Al,68.245,23.014419144,0.9199729123655257
Kapton7,Kapton,0.0036128,21.848558379999997,0.5747428194695221
Silicone7,Silicone,0.0047952,21.848374219999997,0.574747104420189
Ni02,Ni,23.103,21.500774354999997,0.6369990428362777
Silicone8,Silicone,0.0047952,21.151328380000002,0.588655608489867
Kapton8,Kapton,0.0036128,21.15114108,0.5886622198990127
Kapton9,Kapton,0.0036128,21.1509906,0.5886671890904401
Silicone9,Silicone,0.0047952,21.15080614,0.5886692206479802
Zr02,Zr,16.378,20.93343814,0.6190713435407428
Silicone10,Silicone,0.0047952,20.715529779999997,0.5974881297006255
Kapton10,Kapton,0.0036128,20.715336459999996,0.5974944265804228
Kapton11,Kapton,0.0036128,20.715179159999998,0.5974999396666868
Silicone11,Silicone,0.0047952,20.714993,0.5975072367352549
Ti02,Ti,11.74,20.524363179999995,0.621527636280389
Silicone12,Silicone,0.0047952,20.333266000000002,0.6059131551996539
Kapton12,Kapton,0.0036128,20.33307126,0.6059133203371686
E3,Al,68.349,19.016747386153842,1.0510889662462954
Kapton13,Kapton,0.0036128,17.655957439999998,0.6755600237644663
Silicone13,Silicone,0.0047952,17.65574422,0.6755661065629266
Ni03,Ni,23.064,17.248576848,0.7455999578851819
Silicone14,Silicone,0.0047952,16.8378992,0.6992635367580381
Kapton14,Kapton,0.0036128,16.83767444,0.6992769555552981
Kapton15,Kapton,0.0036128,16.83749102,0.6992826331458258
Silicone15,Silicone,0.0047952,16.83727236,0.6992872451146457
Zr03,Zr,16.14,16.5846321,0.7364447034568109
Silicone16,Silicone,0.0047952,16.3310718,0.7145109953281055
Kapton16,Kapton,0.0036128,16.33084554,0.7145156915436557
Kapton17,Kapton,0.0036128,16.33065406,0.7145211872334624
Silicone17,Silicone,0.0047952,16.33042168,0.7145321315280214
Ti03,Ti,11.273,16.1109665,0.7438398041767798
Silicone18,Silicone,0.0047952,15.890743559999999,0.7292816514341536
Kapton18,Kapton,0.0036128,15.89050702,0.729287540638615
Kapton19,Kapton,0.0036128,15.89031224,0.7292947794315975
Silicone19,Silicone,0.0047952,15.890079979999998,0.7292957723744183
Ni04,Ni,23.201,15.44693538,0.8043876590949512
Silicone20,Silicone,0.0047952,14.998830039999998,0.7603528933288793
Kapton20,Kapton,0.0036128,14.998585579999999,0.7603635694955826
Kapton21,Kapton,0.0036128,14.998383100000002,0.760371153078804
Silicone21,Silicone,0.0047952,14.998138519999998,0.7603799395645636
Zr04,Zr,16.195,14.722809734999998,0.7974303508076611
Silicone22,Silicone,0.0047952,14.445842579999999,0.7806039914444094
Kapton22,Kapton,0.0036128,14.445587479999999,0.7806180469776813
Kapton23,Kapton,0.0036128,14.445379139999998,0.7806281291709006
Silicone23,Silicone,0.0047952,14.445127679999999,0.7806423004794305
Ti04,Ti,11.099,14.208124125,0.8100085293334783
Silicone24,Silicone,0.0047952,13.96982288,0.8003334773883356
Kapton24,Kapton,0.0036128,13.969562119999999,0.8003497022309095
Kapton25,Kapton,0.0036128,13.96935396,0.8003624785260227
Silicone25,Silicone,0.0047952,13.96909634,0.8003746346546748
Ni05,Ni,22.746,13.490755019999998,0.8816042992841108
Silicone26,Silicone,0.0047952,13.00556512,0.8425415051137751
Kapton26,Kapton,0.0036128,13.00528648,0.8425588608098602
Kapton27,Kapton,0.0036128,13.005061699999999,0.8425730486985149
Silicone27,Silicone,0.0047952,13.004791819999998,0.8425906403830317
Zr05,Zr,16.4,12.696052548,0.8845542473487467
Silicone28,Silicone,0.0047952,12.3846758,0.8716969336267967
Kapton28,Kapton,0.0036128,12.38439344,0.8717191672121052
Kapton29,Kapton,0.0036128,12.3841635,0.8717311216583643
Silicone29,Silicone,0.0047952,12.38388238,0.8717455614601864
Ti05,Ti,11.317,12.112185192,0.9071050953753501
Silicone30,Silicone,0.0047952,11.838227680000001,0.9012972280451204
Kapton30,Kapton,0.0036128,11.83792894,0.901315275977544
SS2,SS_316,100.865,9.147174906,2.0487220094985776
