name,compound,areal_density,mu_E,sig_E
SS3,SS_316,100.476,49.16558775000001,0.9835047214172068
Kapton1,Kapton,3.6128,48.285302,0.7714064528266967
Silicone1,Silicone,4.773000000000001,48.18660463333334,0.773412255841087
Fe01,Fe,20.061,47.95868943333334,0.7871605959067981
Silicone2,Silicone,4.773000000000001,47.73020446666666,0.7791465182236579
Kapton2,Kapton,3.6128,47.63060266666667,0.779727146801723
Kapton3,Kapton,3.6128,47.54815566666667,0.780815636648342
Silicone3,Silicone,4.773000000000001,47.4482136,0.7828675380346112
Zr06,Zr,16.177,47.26798476666667,0.7899457733506853
Silicone4,Silicone,4.773000000000001,47.087363100000005,0.7874636470498538
Kapton4,Kapton,3.6128,46.98665410000001,0.7880908748064464
Kapton5,Kapton,3.6128,46.903280800000005,0.7892095600565755
Silicone5,Silicone,4.773000000000001,46.802233300000005,0.791306370738357
Ti06,Ti,10.99,46.64506733333333,0.7959116672928529
Silicone6,Silicone,4.773000000000001,46.48754773333334,0.7955069459501043
Kapton6,Kapton,3.6128,46.38579933333333,0.7961612238733783
C1,Al,261.48,43.63362554166667,1.918171736215058
Kapton7,Kapton,3.6128,40.79405356666667,0.8807809034774836
Silicone7,Silicone,4.773000000000001,40.68091096666667,0.8835992127692277
Fe02,Fe,20.161,40.419886500000004,0.9004821636866274
Silicone8,Silicone,4.773000000000001,40.15790236666667,0.8924535931545118
Kapton8,Kapton,3.6128,40.04334493333333,0.8936569681675005
Kapton9,Kapton,3.6128,39.948487,0.8953781272909229
Silicone9,Silicone,4.773000000000001,39.83339326666667,0.8983553842483474
Zr07,Zr,16.009,39.62869630000001,0.9071173586511891
Silicone10,Silicone,4.773000000000001,39.423369533333336,0.9054552951849413
Kapton10,Kapton,3.6128,39.30708636666667,0.906761944176897
Kapton11,Kapton,3.6128,39.210769733333336,0.9085564701825617
Silicone11,Silicone,4.773000000000001,39.09393193333334,0.9116105264312512
Ti08,Ti,11.16,38.91106536666667,0.9180059609431737
Silicone12,Silicone,4.773000000000001,38.727552300000006,0.9183679531818265
Kapton12,Kapton,3.6128,38.6095605,0.9197389829944965
E4,Al,68.29,37.7595691,1.0947564762654713
E5,Al,68.237,36.12299234,1.1333077694524665
Kapton13,Kapton,3.6128,35.2342748,0.9883005606013588
Silicone13,Silicone,4.773000000000001,35.106851266666666,0.9921645899135867
Fe03,Fe,20.187,34.81372596666667,1.0125368855037986
Silicone14,Silicone,4.773000000000001,34.519298066666664,1.0051730354966728
Kapton14,Kapton,3.6128,34.38981096666667,1.0072462444373103
Kapton15,Kapton,3.6128,34.28247760000001,1.0097809393617212
Silicone15,Silicone,4.773000000000001,34.152194800000004,1.0138730901118542
Zr08,Zr,16.246,33.91960086666667,1.0251744043621305
Silicone16,Silicone,4.773000000000001,33.686026166666664,1.0245295922106425
Kapton16,Kapton,3.6128,33.553941833333326,1.026779430363035
Kapton17,Kapton,3.6128,33.444425800000005,1.0294775381851191
Silicone17,Silicone,4.773000000000001,33.311499766666664,1.0338120406372777
Ti09,Ti,11.234,33.10311973333333,1.0423599637028447
Silicone18,Silicone,4.773000000000001,32.89384946666667,1.0440501477130855
Kapton18,Kapton,3.6128,32.7591892,1.0465233005544408
E6,Al,68.215,31.788899,1.2417640172213344
E7,Al,68.185,29.905128771428572,1.2946190487621905
Kapton19,Kapton,3.6128,28.8717638,1.1555462100998932
Silicone19,Silicone,4.773000000000001,28.721980766666668,1.1615429935636241
Fe04,Fe,20.1,28.3803184,1.1883077721230753
Silicone20,Silicone,4.773000000000001,28.0364395,1.1833071915214648
Kapton20,Kapton,3.6128,27.88313073333333,1.1874196202306897
Kapton21,Kapton,3.6128,27.75590686666667,1.1918044899477076
Silicone21,Silicone,4.773000000000001,27.601262233333337,1.198353236779684
Zr09,Zr,16.225,27.32772286666667,1.214314081829923
Silicone22,Silicone,4.773000000000001,27.05248086666667,1.2167072690807412
Kapton22,Kapton,3.6128,26.89465906666667,1.221280991867881
Kapton23,Kapton,3.6128,26.763664866666666,1.22610931190996
Silicone23,Silicone,4.773000000000001,26.604349633333335,1.2332185913386153
Ti10,Ti,11.239,26.35543386666667,1.2464077528747894
Silicone24,Silicone,4.773000000000001,26.1049386,1.2516773906362773
Kapton24,Kapton,3.6128,25.942485266666672,1.2567337620924046
E8,Al,68.155,24.768479300000003,1.4896126330635833
E9,Al,68.177,22.44538124,1.6054253825874507
Kapton25,Kapton,3.6128,21.142415866666667,1.475449082230531
Silicone25,Silicone,4.773000000000001,20.949367000000002,1.4879402248223328
Fe05,Fe,20.108,20.51216195,1.5287251966825817
Silicone26,Silicone,4.773000000000001,20.069373266666666,1.5379024556860976
Kapton26,Kapton,3.6128,19.86809596666667,1.5489872646314429
Kapton27,Kapton,3.6128,19.700485200000003,1.559667944760773
Silicone27,Silicone,4.773000000000001,19.495974333333333,1.5745584208515593
Zr10,Zr,16.237,19.138803300000003,1.6053814304527272
Silicone28,Silicone,4.773000000000001,18.777364000000002,1.6199467639927763
Kapton28,Kapton,3.6128,18.564795633333336,1.6334505377372976
Kapton29,Kapton,3.6128,18.387620000000002,1.6463284227638182
Silicone29,Silicone,4.773000000000001,18.171151566666666,1.6640001185579525
Ti11,Ti,11.001,17.838692433333335,1.6934679415141225
Silicone30,Silicone,4.773000000000001,17.50196456666667,1.7140612145266223
Kapton30,Kapton,3.6128,17.276730433333334,1.7306767945711719
SS6,SS_316,100.992,15.19415245,2.287291642726452
