natTi(d,x)48V					
 					
					
	fit	fit			
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
21.8	258.07	13.29	1.44E+01	3.89E+02	1.44E+01
21.9	255.91	13.18	1.45E+01	3.93E+02	1.45E+01
22.0	253.75	13.14	1.47E+01	3.97E+02	1.47E+01
22.1	251.59	13.03	1.48E+01	4.00E+02	1.48E+01
22.2	249.42	12.92	1.49E+01	4.04E+02	1.49E+01
22.3	247.26	12.81	1.51E+01	4.08E+02	1.51E+01
22.4	245.09	12.70	1.52E+01	4.11E+02	1.52E+01
22.5	242.93	12.58	1.53E+01	4.15E+02	1.53E+01
22.6	240.77	12.47	1.55E+01	4.18E+02	1.55E+01
22.7	238.61	12.36	1.56E+01	4.22E+02	1.56E+01
22.8	236.46	12.25	1.57E+01	4.25E+02	1.57E+01
22.9	234.31	12.14	1.59E+01	4.29E+02	1.58E+01
23.0	232.16	12.03	1.60E+01	4.32E+02	1.60E+01
23.1	230.03	11.92	1.61E+01	4.36E+02	1.61E+01
23.2	227.90	11.81	1.62E+01	4.39E+02	1.62E+01
23.3	225.78	11.70	1.64E+01	4.42E+02	1.64E+01
23.4	223.67	11.59	1.65E+01	4.46E+02	1.65E+01
23.5	221.57	11.48	1.66E+01	4.49E+02	1.66E+01
23.6	219.48	11.37	1.67E+01	4.52E+02	1.67E+01
23.7	217.40	11.26	1.69E+01	4.56E+02	1.68E+01
23.8	215.34	11.15	1.70E+01	4.59E+02	1.70E+01
23.9	213.29	11.05	1.71E+01	4.62E+02	1.71E+01
24.0	211.25	10.94	1.72E+01	4.65E+02	1.72E+01
24.1	209.23	10.84	1.73E+01	4.69E+02	1.73E+01
24.2	207.23	10.73	1.75E+01	4.72E+02	1.74E+01
24.3	205.25	10.63	1.76E+01	4.75E+02	1.76E+01
24.4	203.27	10.53	1.77E+01	4.78E+02	1.77E+01
24.5	201.32	10.43	1.78E+01	4.81E+02	1.78E+01
24.6	199.39	10.33	1.79E+01	4.84E+02	1.79E+01
24.7	197.47	10.23	1.80E+01	4.87E+02	1.80E+01
24.8	195.57	10.13	1.82E+01	4.91E+02	1.81E+01
24.9	193.68	10.03	1.83E+01	4.94E+02	1.82E+01
25.0	191.82	9.94	1.84E+01	4.97E+02	1.84E+01
25.1	189.97	9.84	1.85E+01	5.00E+02	1.85E+01
25.2	188.14	9.75	1.86E+01	5.03E+02	1.86E+01
25.3	186.33	9.65	1.87E+01	5.06E+02	1.87E+01
25.4	184.54	9.56	1.88E+01	5.09E+02	1.88E+01
25.5	182.77	9.47	1.89E+01	5.12E+02	1.89E+01
25.6	181.02	9.38	1.90E+01	5.14E+02	1.90E+01
25.7	179.29	9.29	1.91E+01	5.17E+02	1.91E+01
25.8	177.58	9.20	1.92E+01	5.20E+02	1.92E+01
25.9	175.89	9.11	1.94E+01	5.23E+02	1.93E+01
26.0	174.22	9.01	1.95E+01	5.26E+02	1.94E+01
26.1	172.57	8.92	1.96E+01	5.29E+02	1.95E+01
26.2	170.94	8.84	1.97E+01	5.32E+02	1.97E+01
26.3	169.34	8.75	1.98E+01	5.34E+02	1.98E+01
26.4	167.75	8.67	1.99E+01	5.37E+02	1.99E+01
26.5	166.18	8.59	2.00E+01	5.40E+02	2.00E+01
26.6	164.64	8.51	2.01E+01	5.43E+02	2.01E+01
26.7	163.11	8.43	2.02E+01	5.46E+02	2.02E+01
26.8	161.61	8.36	2.03E+01	5.48E+02	2.03E+01
26.9	160.12	8.28	2.04E+01	5.51E+02	2.04E+01
27.0	158.66	8.20	2.05E+01	5.54E+02	2.05E+01
27.1	157.21	8.13	2.06E+01	5.56E+02	2.06E+01
27.2	155.79	8.05	2.07E+01	5.59E+02	2.07E+01
27.3	154.38	7.98	2.08E+01	5.62E+02	2.08E+01
27.4	153.00	7.91	2.09E+01	5.64E+02	2.09E+01
27.5	151.63	7.84	2.10E+01	5.67E+02	2.10E+01
27.6	150.28	7.77	2.11E+01	5.70E+02	2.11E+01
27.7	148.95	7.70	2.12E+01	5.72E+02	2.11E+01
27.8	147.64	7.63	2.13E+01	5.75E+02	2.12E+01
27.9	146.35	7.57	2.14E+01	5.77E+02	2.13E+01
28.0	145.08	7.54	2.15E+01	5.80E+02	2.14E+01
28.1	143.83	7.48	2.15E+01	5.82E+02	2.15E+01
28.2	142.60	7.41	2.16E+01	5.85E+02	2.16E+01
28.3	141.38	7.35	2.17E+01	5.87E+02	2.17E+01
28.4	140.18	7.29	2.18E+01	5.90E+02	2.18E+01
28.5	139.00	7.23	2.19E+01	5.92E+02	2.19E+01
28.6	137.84	7.17	2.20E+01	5.95E+02	2.20E+01
28.7	136.70	7.11	2.21E+01	5.97E+02	2.21E+01
28.8	135.57	7.05	2.22E+01	6.00E+02	2.22E+01
28.9	134.46	6.99	2.23E+01	6.02E+02	2.23E+01
29.0	133.36	6.93	2.24E+01	6.05E+02	2.23E+01
29.1	132.29	6.88	2.25E+01	6.07E+02	2.24E+01
29.2	131.23	6.82	2.25E+01	6.09E+02	2.25E+01
29.3	130.18	6.77	2.26E+01	6.12E+02	2.26E+01
29.4	129.15	6.72	2.27E+01	6.14E+02	2.27E+01
29.5	128.14	6.66	2.28E+01	6.16E+02	2.28E+01
29.6	127.14	6.61	2.29E+01	6.19E+02	2.29E+01
29.7	126.16	6.56	2.30E+01	6.21E+02	2.30E+01
29.8	125.19	6.51	2.31E+01	6.23E+02	2.30E+01
