85Rb(a,3n)86Y						
						
						
	fit	fit				
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.	Saturation
MeV	mb	mb	MBq/uAh  	mCi/uAh  	MBq/uA  	MBq/uA
58.7	198.6	23.5	1.96E+02	5.30E+00	1.91E+02	4.17E+03
58.8	197.1	23.3	1.96E+02	5.30E+00	1.92E+02	4.17E+03
58.9	195.7	23.2	1.96E+02	5.31E+00	1.92E+02	4.18E+03
59.0	194.2	23.0	1.97E+02	5.32E+00	1.92E+02	4.18E+03
59.1	192.8	22.8	1.97E+02	5.32E+00	1.92E+02	4.19E+03
59.2	191.4	22.7	1.97E+02	5.33E+00	1.93E+02	4.19E+03
59.3	189.9	22.5	1.97E+02	5.34E+00	1.93E+02	4.20E+03
59.4	188.5	22.3	1.98E+02	5.34E+00	1.93E+02	4.20E+03
59.5	187.1	22.2	1.98E+02	5.35E+00	1.93E+02	4.21E+03
59.6	185.7	22.0	1.98E+02	5.36E+00	1.94E+02	4.22E+03
59.7	184.4	21.8	1.98E+02	5.36E+00	1.94E+02	4.22E+03
59.8	183.0	21.7	1.99E+02	5.37E+00	1.94E+02	4.23E+03
59.9	182.0	21.5	1.99E+02	5.38E+00	1.94E+02	4.23E+03
60.0	180.8	21.4	1.99E+02	5.38E+00	1.95E+02	4.24E+03
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
