# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 1.331999e-09 2.148950e-28 1.331286e-09 1.986142e-16 1.331266e-09 0.000000e+00
 3.500000e+00 6.531871e+00 2.969939e-07 6.522503e+00 1.537148e-04 6.098228e+00 0.000000e+00
 6.000000e+00 4.595325e+02 1.372590e-04 4.066934e+02 9.362007e-03 9.958869e+01 0.000000e+00
 8.500000e+00 1.525385e+03 5.144015e-05 1.050244e+03 8.014851e-03 1.554349e+02 0.000000e+00
 1.100000e+01 2.367437e+03 8.546422e-06 1.446464e+03 1.714079e-03 1.838898e+02 0.000000e+00
 1.350000e+01 2.832595e+03 1.353129e-06 1.684610e+03 2.819738e-04 1.978561e+02 0.000000e+00
 1.600000e+01 3.105014e+03 2.280199e-07 1.836425e+03 4.860155e-05 1.996372e+02 0.000000e+00
 1.850000e+01 3.295913e+03 4.118265e-08 1.938249e+03 1.057170e-05 1.988130e+02 0.000000e+00
 2.100000e+01 3.435476e+03 7.979643e-09 2.008605e+03 3.337961e-06 1.932300e+02 0.000000e+00
 2.350000e+01 3.535696e+03 1.673005e-09 2.058281e+03 1.089690e-06 1.819970e+02 0.000000e+00
 2.600000e+01 3.607516e+03 3.692421e-10 2.093819e+03 3.216022e-07 1.704969e+02 0.000000e+00
 2.850000e+01 3.659489e+03 8.454586e-11 2.119351e+03 7.391562e-08 1.667294e+02 0.000000e+00
 3.100000e+01 3.697751e+03 2.065665e-11 2.137680e+03 1.704080e-08 1.580329e+02 0.000000e+00
 3.350000e+01 3.726126e+03 5.338036e-12 2.150477e+03 3.969844e-09 1.481565e+02 0.000000e+00
 3.600000e+01 3.747431e+03 1.422692e-12 2.159141e+03 1.031436e-09 1.383398e+02 0.000000e+00
 3.850000e+01 3.763653e+03 3.868995e-13 2.164602e+03 2.689882e-10 1.348522e+02 0.000000e+00
 4.100000e+01 3.776010e+03 1.109303e-13 2.167459e+03 8.108748e-11 1.278104e+02 0.000000e+00
 4.350000e+01 3.785481e+03 3.317358e-14 2.168322e+03 2.398814e-11 1.205070e+02 0.000000e+00
 4.600000e+01 3.792624e+03 1.020476e-14 2.167640e+03 7.140787e-12 1.127884e+02 0.000000e+00
 4.850000e+01 3.797417e+03 3.198113e-15 2.165649e+03 1.916076e-12 1.102525e+02 0.000000e+00
 5.100000e+01 3.799655e+03 1.027997e-15 2.162532e+03 5.287212e-13 1.065125e+02 0.000000e+00
 5.350000e+01 3.799360e+03 3.417373e-16 2.158531e+03 1.567217e-13 1.021932e+02 0.000000e+00
