#             0.000000e+00 1.099256e+00 1.190450e+00 1.291605e+00 1.434256e+00 1.459510e+00 1.481720e+00 1.744670e+00 2.061760e+00 2.087200e+00 2.153620e+00 2.183500e+00 2.204780e+00 2.394800e+00 2.478700e+00 2.540400e+00 2.581710e+00 2.585800e+00 2.713100e+00 2.722400e+00 2.770200e+00 2.781700e+00 2.816800e+00 2.824200e+00 2.826200e+00 2.829100e+00 2.912000e+00 2.914600e+00 2.957900e+00 2.963100e+00 2.965900e+00 2.973000e+00 2.977000e+00 3.014900e+00 3.016800e+00 3.062700e+00 3.081620e+00 3.090400e+00 3.120900e+00 3.122060e+00 3.140500e+00 3.141500e+00
 1.000000e+00 9.595025e-11 4.275818e-11 3.045283e-11 3.522762e-11 1.778277e-11 1.235830e-11 3.272555e-11 1.872806e-11 1.123340e-11 1.343394e-11 2.583930e-12 4.383461e-12 1.093274e-11 4.117490e-12 6.488368e-12 4.488901e-12 4.678333e-12 4.077954e-12 2.018395e-12 3.249553e-12 3.501575e-12 3.413193e-12 2.947175e-12 4.573592e-13 2.392826e-12 2.376901e-12 2.282482e-12 2.339367e-12 2.281963e-12 1.852773e-12 2.016680e-12 6.396110e-13 1.912565e-12 1.531774e-12 1.171782e-12 9.390852e-13 9.999767e-13 1.273395e-12 4.400520e-13 1.251065e-12 1.124398e-12 1.314599e-07
 3.500000e+00 9.356573e-02 5.878417e-02 6.982563e-02 5.658830e-02 3.116909e-02 5.000833e-02 6.904182e-02 6.288794e-02 5.568205e-02 5.701788e-02 2.712307e-02 3.725943e-02 5.443889e-02 4.078537e-02 4.818094e-02 4.420015e-02 3.701903e-02 4.309130e-02 1.954067e-02 4.132715e-02 4.121422e-02 4.093019e-02 3.886442e-02 1.533343e-02 3.714421e-02 3.707156e-02 3.081202e-02 3.650999e-02 3.655844e-02 3.515992e-02 2.976752e-02 2.025718e-02 3.050818e-02 3.245192e-02 2.816585e-02 1.623642e-02 2.671523e-02 3.060379e-02 1.771824e-02 3.115649e-02 2.939041e-02 1.882439e+00
 6.000000e+00 2.007826e-01 1.131052e-01 1.976872e-01 1.111447e-01 5.934006e-02 1.835846e-01 1.527613e-01 1.689436e-01 1.615582e-01 1.419407e-01 1.529872e-01 1.671367e-01 1.396160e-01 1.606931e-01 1.338980e-01 1.493196e-01 9.462119e-02 1.480877e-01 4.907190e-02 1.484287e-01 1.273289e-01 1.270591e-01 1.226649e-01 1.262366e-01 1.413537e-01 1.412703e-01 8.930505e-02 1.203596e-01 1.228238e-01 1.413696e-01 8.839082e-02 1.363996e-01 9.075441e-02 1.358155e-01 1.453738e-01 4.741979e-02 1.431605e-01 1.335369e-01 1.312302e-01 1.364978e-01 1.320049e-01 2.602685e+01
 8.500000e+00 8.020266e-02 4.142493e-02 8.733591e-02 4.081414e-02 2.143334e-02 9.055658e-02 5.914778e-02 7.018932e-02 6.808818e-02 5.601234e-02 8.990862e-02 8.658274e-02 5.536632e-02 7.578422e-02 5.381276e-02 6.473544e-02 3.614571e-02 6.440575e-02 1.832153e-02 6.528541e-02 5.208310e-02 5.201321e-02 5.022523e-02 8.068736e-02 6.262539e-02 6.260355e-02 3.477969e-02 4.963539e-02 5.092663e-02 6.343758e-02 3.454984e-02 7.676046e-02 3.564703e-02 6.118638e-02 7.247948e-02 1.817510e-02 7.188552e-02 6.060022e-02 7.528203e-02 6.218247e-02 6.020793e-02 4.472064e+01
 1.100000e+01 2.440711e-02 1.193601e-02 2.790504e-02 1.176152e-02 6.132722e-03 3.050917e-02 1.754894e-02 2.146285e-02 2.088677e-02 1.668077e-02 3.298705e-02 2.961894e-02 1.650677e-02 2.446457e-02 1.609454e-02 1.999274e-02 1.050467e-02 1.990640e-02 5.259667e-03 2.031057e-02 1.564525e-02 1.562730e-02 1.503207e-02 3.010122e-02 1.944476e-02 1.943914e-02 1.015834e-02 1.488265e-02 1.535012e-02 1.983235e-02 1.010086e-02 2.669128e-02 1.047962e-02 1.907708e-02 2.380295e-02 5.278568e-03 2.364868e-02 1.892865e-02 2.630095e-02 1.951202e-02 1.882974e-02 4.072519e+01
 1.350000e+01 7.348258e-03 3.426808e-03 8.689786e-03 3.375115e-03 1.749985e-03 9.841573e-03 5.149410e-03 6.422801e-03 6.251483e-03 4.893529e-03 1.128352e-02 9.613457e-03 4.843258e-03 7.572477e-03 4.725390e-03 5.990948e-03 3.018019e-03 5.966111e-03 1.496972e-03 6.119441e-03 4.598780e-03 4.593760e-03 4.399402e-03 1.025672e-02 5.834216e-03 5.832621e-03 2.923554e-03 4.358113e-03 4.516603e-03 5.982277e-03 2.908017e-03 8.638553e-03 3.030609e-03 5.730239e-03 7.424743e-03 1.512849e-03 7.379388e-03 5.688524e-03 8.520429e-03 5.891318e-03 5.660808e-03 2.593273e+01
 1.600000e+01 2.295700e-03 1.022556e-03 2.798741e-03 1.006603e-03 5.183910e-04 3.270263e-03 1.566614e-03 1.989168e-03 1.934516e-03 1.486704e-03 3.945688e-03 3.203498e-03 1.471206e-03 2.411827e-03 1.435122e-03 1.852520e-03 8.992509e-04 1.844773e-03 4.423701e-04 1.900540e-03 1.396756e-03 1.395244e-03 1.331245e-03 3.545671e-03 1.803841e-03 1.803349e-03 8.716341e-04 1.318932e-03 1.372074e-03 1.857783e-03 8.671227e-04 2.851208e-03 9.067522e-04 1.771821e-03 2.374321e-03 4.487370e-04 2.359631e-03 1.759036e-03 2.811315e-03 1.829641e-03 1.750562e-03 1.727614e+01
 1.850000e+01 7.270505e-04 3.162966e-04 9.310367e-04 3.121918e-04 1.599328e-04 1.126664e-03 4.961518e-04 6.423510e-04 6.237913e-04 4.707489e-04 1.426462e-03 1.106784e-03 4.657497e-04 7.988186e-04 4.541795e-04 5.966977e-04 2.797636e-04 5.941578e-04 1.365530e-04 6.141805e-04 4.419819e-04 4.415031e-04 4.201203e-04 1.266499e-03 5.807934e-04 5.806330e-04 2.712695e-04 4.162553e-04 4.341892e-04 6.001822e-04 2.698894e-04 9.754021e-04 2.828566e-04 5.704017e-04 7.883029e-04 1.387866e-04 7.832968e-04 5.662678e-04 9.611832e-04 5.910206e-04 5.635321e-04 1.289488e+01
 2.100000e+01 2.390528e-04 9.876662e-05 3.076104e-04 9.720070e-05 4.938970e-05 3.808694e-04 1.564081e-04 2.065251e-04 2.019059e-04 1.499801e-04 5.078881e-04 3.800510e-04 1.487307e-04 2.664618e-04 1.458194e-04 1.949504e-04 8.872147e-05 1.942919e-04 4.308928e-05 2.018065e-04 1.427206e-04 1.425984e-04 1.355433e-04 4.545071e-04 1.908086e-04 1.907667e-04 8.660012e-05 1.345559e-04 1.407256e-04 1.981255e-04 8.625356e-05 3.387288e-04 9.050119e-05 1.880798e-04 2.668055e-04 4.413089e-05 2.654331e-04 1.869895e-04 3.346833e-04 1.957001e-04 1.862664e-04 1.043468e+01
 2.350000e+01 8.104150e-05 3.244186e-05 1.065005e-04 3.192039e-05 1.609695e-05 1.348787e-04 5.199335e-05 6.937167e-05 6.738840e-05 4.927604e-05 1.824892e-04 1.325821e-04 4.875882e-05 9.014818e-05 4.756652e-05 6.446952e-05 2.854115e-05 6.419747e-05 1.373875e-05 6.658815e-05 4.631880e-05 4.627000e-05 4.391937e-05 1.604857e-04 6.277061e-05 6.275354e-05 2.770922e-05 4.352785e-05 4.552657e-05 6.508954e-05 2.757476e-05 1.159912e-04 2.893977e-05 6.166679e-05 8.929123e-05 1.399666e-05 8.872370e-05 6.122913e-05 1.142686e-04 6.411357e-05 6.093996e-05 8.587687e+00
