# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 2.322240e-05 5.599248e-06 1.318547e-07 2.796178e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.395094e-30 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 7.293806e+01 1.878417e+01 3.522545e+00 2.442254e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.067514e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.685952e-08 0.000000e+00 2.285388e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 3.894561e+02 1.663689e+02 3.144191e+01 1.262809e+00 0.000000e+00 0.000000e+00 1.233914e+01 1.643547e+02 1.151286e-03 0.000000e+00 0.000000e+00 0.000000e+00 5.417758e-07 4.012062e-03 0.000000e+00 6.055004e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 2.823578e+02 2.096557e+02 4.713417e+01 3.467991e+00 0.000000e+00 0.000000e+00 2.041825e+02 4.596336e+02 1.626284e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.863396e-03 7.335513e-01 0.000000e+00 1.516865e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.985914e+02 2.136038e+02 4.148823e+01 6.456309e+00 0.000000e+00 0.000000e+00 3.865111e+02 5.658527e+02 2.436058e+01 1.160764e-02 0.000000e+00 0.000000e+00 3.715653e-01 3.764907e+00 1.613647e-28 1.155134e-03 9.531575e-13 0.000000e+00 5.285289e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.765064e+02 2.205911e+02 2.616619e+01 9.587533e+00 0.000000e+00 0.000000e+00 4.355995e+02 6.030913e+02 8.993804e+01 1.146294e+00 0.000000e+00 0.000000e+00 2.796978e+00 5.115914e+00 3.833030e-07 3.249445e-02 1.298225e-06 0.000000e+00 1.917050e+00 1.701608e-09 1.442429e-10 5.417736e-21 0.000000e+00 0.000000e+00
 1.600000e+01 1.692971e+02 2.251489e+02 1.734987e+01 1.043163e+01 0.000000e+00 0.000000e+00 3.934736e+02 6.167191e+02 1.487945e+02 5.718961e+00 0.000000e+00 0.000000e+00 7.542795e+00 9.670143e+00 2.614763e-03 2.620707e-01 5.875777e-04 0.000000e+00 4.774463e+01 5.906470e-03 1.100307e-04 9.980944e-06 0.000000e+00 0.000000e+00
 1.850000e+01 1.646897e+02 2.241571e+02 1.291910e+01 9.827951e+00 0.000000e+00 0.000000e+00 2.973309e+02 5.829799e+02 1.712923e+02 1.290732e+01 0.000000e+00 0.000000e+00 1.202112e+01 1.569755e+01 9.759316e-02 9.280937e-01 1.672060e-02 4.167359e-02 1.959583e+02 1.169513e+00 5.226713e-02 4.277893e-02 0.000000e+00 0.000000e+00
 2.100000e+01 1.579108e+02 2.172609e+02 1.044275e+01 8.765294e+00 0.000000e+00 0.000000e+00 2.067801e+02 5.170111e+02 1.601954e+02 1.973956e+01 0.000000e+00 0.000000e+00 1.528033e+01 1.998558e+01 7.000683e-01 1.980045e+00 1.545169e-01 7.847163e+00 3.741932e+02 1.340703e+01 9.717147e-01 1.370680e+00 0.000000e+00 0.000000e+00
 2.350000e+01 1.515466e+02 2.194639e+02 8.590398e+00 7.697651e+00 0.000000e+00 0.000000e+00 1.486538e+02 4.601008e+02 1.249669e+02 2.475812e+01 0.000000e+00 0.000000e+00 1.561356e+01 2.096809e+01 1.842824e+00 2.906831e+00 5.242872e-01 3.474605e+01 4.728383e+02 4.465592e+01 5.427329e+00 8.748262e+00 0.000000e+00 0.000000e+00
