# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 3.500000e+00 5.388095e+00 7.014490e-02 1.375588e-02 5.683240e-06 0.000000e+00 0.000000e+00 0.000000e+00 1.106031e-07 3.298973e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.283222e-18 0.000000e+00 9.689992e-32 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 2.726354e+02 9.874737e+00 1.668136e+00 9.602864e-03 0.000000e+00 0.000000e+00 8.226957e+01 3.101699e+00 2.722587e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.285592e-10 0.000000e+00 1.200375e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 2.303966e+02 5.732059e+01 7.118318e+00 7.841098e-02 0.000000e+00 0.000000e+00 6.938556e+02 7.536377e+00 1.017630e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.746631e-12 1.480418e-06 0.000000e+00 1.787109e-13 3.218847e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.969774e+02 1.101044e+02 8.248865e+00 1.049522e+00 0.000000e+00 0.000000e+00 1.032356e+03 3.456943e+01 7.597608e+00 3.252171e-06 0.000000e+00 0.000000e+00 1.790532e-06 1.652998e-04 7.016092e-31 1.418028e-09 5.628190e-09 0.000000e+00 0.000000e+00 0.000000e+00 1.254325e-13 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.004067e+02 1.518324e+02 6.604552e+00 3.992750e+00 0.000000e+00 0.000000e+00 1.163153e+03 8.528734e+01 1.667489e+01 7.370680e-02 0.000000e+00 0.000000e+00 5.510702e-04 3.494009e-03 2.859258e-12 5.640144e-07 5.743242e-06 5.905087e-01 3.593290e-02 1.861160e-12 2.465127e-07 1.030455e-24 0.000000e+00 0.000000e+00
 1.600000e+01 2.042703e+02 1.756723e+02 5.450629e+00 6.890331e+00 0.000000e+00 0.000000e+00 9.102030e+02 1.464087e+02 2.440425e+01 1.605974e+00 0.000000e+00 0.000000e+00 9.311642e-03 1.845361e-02 3.631010e-07 3.909362e-05 1.075245e-04 3.034772e+02 1.620209e+00 3.686521e-06 2.566133e-04 6.469954e-10 0.000000e+00 0.000000e+00
 1.850000e+01 2.031094e+02 1.936719e+02 4.799750e+00 7.823804e+00 0.000000e+00 0.000000e+00 5.118792e+02 2.045851e+02 3.121356e+01 5.468776e+00 0.000000e+00 0.000000e+00 3.935646e-02 4.950613e-02 9.694346e-05 6.687748e-04 5.737084e-04 7.055819e+02 1.317764e+01 9.998371e-03 1.855948e-02 1.757804e-05 0.000000e+00 0.000000e+00
 2.100000e+01 1.963145e+02 2.013672e+02 4.186384e+00 7.580580e+00 0.000000e+00 0.000000e+00 3.201197e+02 2.439677e+02 3.653119e+01 1.050816e+01 0.000000e+00 0.000000e+00 1.033543e-01 1.007321e-01 1.580488e-03 3.793501e-03 2.022075e-03 8.813697e+02 4.870001e+01 7.359990e-01 2.475324e-01 2.488492e-03 0.000000e+00 0.000000e+00
 2.350000e+01 1.949263e+02 2.027235e+02 3.624237e+00 6.908656e+00 0.000000e+00 0.000000e+00 2.539927e+02 2.673983e+02 3.458921e+01 1.534763e+01 0.000000e+00 0.000000e+00 1.994543e-01 1.729509e-01 6.548651e-03 1.033184e-02 5.526305e-03 9.105153e+02 1.007368e+02 7.912889e+00 6.051203e-01 3.998179e-02 0.000000e+00 0.000000e+00
 2.600000e+01 1.833542e+02 1.993838e+02 3.066235e+00 6.131948e+00 0.000000e+00 0.000000e+00 2.318460e+02 2.810620e+02 2.589759e+01 1.828756e+01 0.000000e+00 0.000000e+00 2.865488e-01 2.344989e-01 1.581624e-02 2.148659e-02 1.277243e-02 8.848576e+02 1.558475e+02 2.237048e+01 7.214935e-01 1.966293e-01 3.065313e-03 0.000000e+00
 2.850000e+01 1.743521e+02 2.036915e+02 2.620346e+00 5.373613e+00 0.000000e+00 0.000000e+00 2.228411e+02 2.893264e+02 1.833656e+01 1.850616e+01 0.000000e+00 0.000000e+00 3.398425e-01 2.625104e-01 2.970771e-02 3.606201e-02 2.535737e-02 7.652870e+02 2.035804e+02 3.437110e+01 9.294699e-01 5.181725e-01 2.598850e+01 0.000000e+00
 3.100000e+01 1.657449e+02 1.979852e+02 2.294811e+00 4.685191e+00 0.000000e+00 0.000000e+00 2.145222e+02 2.939508e+02 1.419798e+01 1.724901e+01 0.000000e+00 0.000000e+00 3.778880e-01 2.659543e-01 4.240469e-02 4.357246e-02 4.274227e-02 5.750287e+02 2.318113e+02 4.248615e+01 1.372137e+00 9.958492e-01 1.515246e+02 0.000000e+00
 3.350000e+01 1.616376e+02 1.911134e+02 1.964781e+00 4.103434e+00 0.000000e+00 0.000000e+00 2.085394e+02 2.949881e+02 1.194034e+01 1.545042e+01 0.000000e+00 0.000000e+00 3.975237e-01 2.689283e-01 4.782582e-02 3.850715e-02 5.667474e-02 4.009384e+02 2.423234e+02 4.637293e+01 1.964653e+00 1.543699e+00 2.972264e+02 0.000000e+00
 3.600000e+01 1.519818e+02 1.830738e+02 1.667100e+00 3.604984e+00 0.000000e+00 0.000000e+00 2.015978e+02 2.931869e+02 1.048438e+01 1.374089e+01 0.000000e+00 0.000000e+00 4.111515e-01 2.666622e-01 4.767449e-02 2.865437e-02 6.135738e-02 2.971717e+02 2.466294e+02 4.398930e+01 2.553489e+00 1.999821e+00 3.852364e+02 9.801337e-10
 3.850000e+01 1.435134e+02 1.749865e+02 1.437141e+00 3.188803e+00 0.000000e+00 0.000000e+00 1.936887e+02 2.870865e+02 9.391947e+00 1.222638e+01 0.000000e+00 0.000000e+00 4.189305e-01 2.649097e-01 4.502688e-02 2.060463e-02 5.762904e-02 2.442307e+02 2.506927e+02 3.571455e+01 2.924659e+00 2.279598e+00 4.115510e+02 1.823559e-01
 4.100000e+01 1.361350e+02 1.742763e+02 1.273328e+00 2.819589e+00 0.000000e+00 0.000000e+00 1.848840e+02 2.814925e+02 8.490570e+00 1.089128e+01 0.000000e+00 0.000000e+00 4.279642e-01 2.640976e-01 4.217561e-02 1.497656e-02 5.043330e-02 2.205038e+02 2.532767e+02 2.632405e+01 2.940851e+00 2.459542e+00 3.797075e+02 5.316365e+00
 4.350000e+01 1.327332e+02 1.666346e+02 1.106795e+00 2.509483e+00 0.000000e+00 0.000000e+00 1.783072e+02 2.745483e+02 7.686769e+00 9.679531e+00 0.000000e+00 0.000000e+00 4.302262e-01 2.677511e-01 3.852979e-02 1.187621e-02 4.446789e-02 2.077931e+02 2.548532e+02 1.937322e+01 2.825602e+00 2.566649e+00 3.132428e+02 2.644885e+01
 4.600000e+01 1.257593e+02 1.590889e+02 9.652754e-01 2.247815e+00 0.000000e+00 0.000000e+00 1.713847e+02 2.674654e+02 6.949982e+00 8.676736e+00 0.000000e+00 0.000000e+00 4.206783e-01 2.631582e-01 3.549057e-02 1.008988e-02 3.939441e-02 2.000071e+02 2.533328e+02 1.527725e+01 2.690384e+00 2.665292e+00 2.409326e+02 6.346821e+01
