# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 1.000000e+00 1.227355e-09 5.696915e-28 1.226690e-09 4.590192e-16 1.226040e-09 0.000000e+00
 3.500000e+00 6.147126e+00 1.133998e-06 6.138778e+00 4.819273e-04 6.000711e+00 0.000000e+00
 6.000000e+00 4.432252e+02 6.016896e-04 3.937181e+02 2.879997e-02 1.539184e+02 0.000000e+00
 8.500000e+00 1.488253e+03 2.326411e-04 1.030122e+03 3.659162e-02 1.775791e+02 0.000000e+00
 1.100000e+01 2.323569e+03 3.874501e-05 1.423871e+03 1.188573e-02 1.959204e+02 0.000000e+00
 1.350000e+01 2.789293e+03 6.101852e-06 1.660889e+03 1.679788e-03 2.107114e+02 0.000000e+00
 1.600000e+01 3.061191e+03 1.022337e-06 1.811790e+03 2.224161e-04 2.133723e+02 0.000000e+00
 1.850000e+01 3.250749e+03 1.828297e-07 1.912946e+03 5.384472e-05 2.140985e+02 0.000000e+00
 2.100000e+01 3.389563e+03 3.548654e-08 1.983004e+03 2.005186e-05 2.046588e+02 0.000000e+00
 2.350000e+01 3.489393e+03 7.198976e-09 2.032468e+03 8.349139e-06 2.015668e+02 0.000000e+00
 2.600000e+01 3.560991e+03 1.571975e-09 2.067872e+03 2.946748e-06 1.920433e+02 0.000000e+00
 2.850000e+01 3.612756e+03 3.635463e-10 2.093236e+03 8.006836e-07 1.822837e+02 0.000000e+00
 3.100000e+01 3.650899e+03 8.856890e-11 2.111457e+03 1.815740e-07 1.710080e+02 0.000000e+00
 3.350000e+01 3.679346e+03 2.227563e-11 2.124204e+03 3.973918e-08 1.655655e+02 0.000000e+00
 3.600000e+01 3.700859e+03 5.820912e-12 2.132809e+03 1.049161e-08 1.571246e+02 0.000000e+00
 3.850000e+01 3.717444e+03 1.605294e-12 2.138272e+03 3.496295e-09 1.487733e+02 0.000000e+00
 4.100000e+01 3.730205e+03 4.604152e-13 2.141170e+03 1.273894e-09 1.394691e+02 0.000000e+00
 4.350000e+01 3.739885e+03 1.355069e-13 2.142020e+03 4.388100e-10 1.311665e+02 0.000000e+00
 4.600000e+01 3.747086e+03 4.041970e-14 2.141334e+03 1.272910e-10 1.285243e+02 0.000000e+00
 4.850000e+01 3.751895e+03 1.272515e-14 2.139374e+03 3.800136e-11 1.221288e+02 0.000000e+00
 5.100000e+01 3.754115e+03 4.106565e-15 2.136316e+03 1.140621e-11 1.161877e+02 0.000000e+00
 5.350000e+01 3.753671e+03 1.363768e-15 2.132346e+03 3.841969e-12 1.145026e+02 0.000000e+00
