# Reaction    (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)       (x,Ad)       (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)                   
 1.000000e+00 1.226040e-09 1.527405e-14 6.345071e-13 5.696915e-28 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 6.000712e+00 2.732069e-02 1.102618e-01 1.171396e-06 0.000000e+00 0.000000e+00 0.000000e+00 1.687942e-08 2.340006e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.815650e-26 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.539190e+02 6.107432e+00 1.409874e+00 1.927521e-03 0.000000e+00 0.000000e+00 2.322049e+02 4.418860e-02 1.978478e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.265908e-15 0.000000e+00 1.677713e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 1.775793e+02 4.495111e+01 4.193681e+00 1.050227e-01 0.000000e+00 0.000000e+00 8.001284e+02 2.894587e+00 2.332299e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.764927e-20 6.865549e-10 0.000000e+00 2.482084e-11 2.804805e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.959204e+02 9.360209e+01 5.641410e+00 1.491091e+00 0.000000e+00 0.000000e+00 1.101985e+03 2.251546e+01 2.703982e+00 3.385993e-05 0.000000e+00 0.000000e+00 2.935484e-10 7.876398e-07 0.000000e+00 3.139943e-08 4.602990e-12 0.000000e+00 0.000000e+00 4.535691e-08 2.581720e-18 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.107114e+02 1.336371e+02 5.486474e+00 4.452100e+00 0.000000e+00 0.000000e+00 1.019962e+03 6.524937e+01 6.895184e+00 1.221858e-01 0.000000e+00 0.000000e+00 8.435622e-07 6.511381e-05 1.434088e-17 4.220522e-06 8.590152e-09 2.143700e+02 1.059448e-03 2.360623e-04 8.816098e-11 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 2.133723e+02 1.578159e+02 4.980298e+00 6.872934e+00 0.000000e+00 0.000000e+00 5.656913e+02 1.221966e+02 1.113414e+01 1.829301e+00 0.000000e+00 0.000000e+00 5.082772e-05 8.913162e-04 5.824544e-10 1.171797e-04 9.671611e-07 7.271149e+02 7.454243e-01 3.584867e-02 7.919983e-08 2.886061e-14 0.000000e+00 0.000000e+00
 1.850000e+01 2.140985e+02 1.753619e+02 4.450055e+00 7.483882e+00 0.000000e+00 0.000000e+00 3.295855e+02 1.787042e+02 1.410492e+01 5.544471e+00 0.000000e+00 0.000000e+00 7.527748e-04 3.331671e-03 1.006226e-06 8.517429e-04 2.951191e-05 9.720513e+02 1.019945e+01 1.356735e+00 8.719297e-06 5.638242e-08 0.000000e+00 0.000000e+00
 2.100000e+01 2.046588e+02 1.794992e+02 3.858923e+00 7.246119e+00 0.000000e+00 0.000000e+00 2.503096e+02 2.199291e+02 1.316585e+01 1.014868e+01 0.000000e+00 0.000000e+00 4.820147e-03 6.874999e-03 4.601421e-05 2.738867e-03 3.126209e-04 1.048406e+03 3.862063e+01 7.084349e+00 3.424537e-04 4.676381e-05 1.422316e-02 0.000000e+00
 2.350000e+01 2.015668e+02 1.898492e+02 3.382287e+00 6.577817e+00 0.000000e+00 0.000000e+00 2.268280e+02 2.471917e+02 1.054228e+01 1.406438e+01 0.000000e+00 0.000000e+00 1.659030e-02 1.306790e-02 3.495706e-04 5.746840e-03 1.222285e-03 9.676448e+02 8.074695e+01 1.457472e+01 4.200509e-03 1.886521e-03 6.819484e+01 0.000000e+00
 2.600000e+01 1.920433e+02 1.888189e+02 2.852623e+00 5.714049e+00 0.000000e+00 0.000000e+00 2.177188e+02 2.633033e+02 8.716901e+00 1.583247e+01 0.000000e+00 0.000000e+00 3.450211e-02 1.974471e-02 1.324679e-03 8.919178e-03 2.888229e-03 7.072787e+02 1.299790e+02 2.146614e+01 2.049368e-02 1.679061e-02 3.064491e+02 0.000000e+00
 2.850000e+01 1.822837e+02 1.851725e+02 2.421121e+00 5.004833e+00 0.000000e+00 0.000000e+00 2.103658e+02 2.726296e+02 7.599514e+00 1.543966e+01 0.000000e+00 0.000000e+00 5.047548e-02 2.374385e-02 3.416541e-03 9.690800e-03 5.296167e-03 4.545434e+02 1.710371e+02 2.510034e+01 5.776753e-02 6.458494e-02 5.321052e+02 9.107802e-09
 3.100000e+01 1.710080e+02 1.795255e+02 2.069483e+00 4.368410e+00 0.000000e+00 0.000000e+00 2.025101e+02 2.766960e+02 6.794953e+00 1.417368e+01 0.000000e+00 0.000000e+00 5.998357e-02 2.537454e-02 6.045998e-03 8.386851e-03 7.513256e-03 3.077087e+02 1.980091e+02 2.348579e+01 1.182921e-01 1.590206e-01 6.514949e+02 1.429067e+00
 3.350000e+01 1.655655e+02 1.732681e+02 1.796175e+00 3.922836e+00 0.000000e+00 0.000000e+00 1.963903e+02 2.786954e+02 6.103338e+00 1.273594e+01 0.000000e+00 0.000000e+00 6.697238e-02 2.606825e-02 7.718231e-03 6.315309e-03 8.467113e-03 2.376990e+02 2.144622e+02 1.860349e+01 1.897915e-01 2.892695e-01 6.565482e+02 3.098664e+01
