#ZVView-data-copy:  27-Oct-2024 11:44:10
#=======================================
#
#name:   22-TI-0(D,X)21-SC-47,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  65
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          2.95         0.52         4e-5            0  # 1997,S.Takacs+           ## D4046003             
          3.97         0.47      0.00018         2e-5  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
          4.84         0.43      0.00037         5e-5  # 1997,S.Takacs+           ## D4046003  #dY:13.5%  
          5.61         0.39       0.0006         7e-5  # 1997,S.Takacs+           ## D4046003  #dY:11.7%  
          5.88         0.99      0.00075      0.00012  # 1997,S.Takacs+           ## D4046003  #dY:16.0%  
          6.31         0.35      0.00084       0.0001  # 1997,S.Takacs+           ## D4046003  #dY:11.9%  
          6.44         0.83      0.00093       0.0001  # 1997,S.Takacs+           ## D4046003  #dY:10.8%  
          6.96         0.69       0.0011       0.0001  # 1997,S.Takacs+           ## D4046003  #dY:9.1%   
          6.97         0.32       0.0011       0.0001  # 1997,S.Takacs+           ## D4046003  #dY:9.1%   
          7.03         1.38        0.001       0.0001  # 1997,S.Takacs+           ## D4046003  #dY:10.0%  
          7.46         0.57       0.0016       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:12.5%  
          7.58         0.29       0.0014       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:14.3%  
          8.16         0.27       0.0016       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:12.5%  
           8.4         1.25       0.0015       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:13.3%  
          8.72         0.24       0.0018       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
          8.98         0.43        0.002       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:10.0%  
          9.24         0.22       0.0021       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:9.5%   
           9.4         0.34       0.0023       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:8.7%   
          9.62         1.14       0.0023       0.0003  # 1997,S.Takacs+           ## D4046003  #dY:13.0%  
          9.75          0.2       0.0023       0.0003  # 1997,S.Takacs+           ## D4046003  #dY:13.0%  
          9.81          0.2       0.0024       0.0004  # 1997,S.Takacs+           ## D4046003  #dY:16.7%  
          10.2         0.19       0.0025       0.0003  # 1997,S.Takacs+           ## D4046003  #dY:12.0%  
         10.59         0.12       0.0027       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:7.4%   
         10.74         1.04       0.0028       0.0003  # 1997,S.Takacs+           ## D4046003  #dY:10.7%  
         11.78         0.94       0.0032       0.0003  # 1997,S.Takacs+           ## D4046003  #dY:9.4%   
         11.81         0.05       0.0032       0.0002  # 1997,S.Takacs+           ## D4046003  #dY:6.2%   
         12.76         0.86       0.0036       0.0004  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         13.69         0.78       0.0039       0.0004  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         14.27         0.78       0.0047       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.6%  
         14.48         0.71       0.0048       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.4%  
         14.57         0.71       0.0044       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:11.4%  
         14.69         0.64       0.0048       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.4%  
         14.89         0.58       0.0046       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.9%  
          15.1         0.53       0.0056       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.7%  
          15.3         0.48       0.0045       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         15.41         0.64       0.0049       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.2%  
          15.5         0.44       0.0049       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.2%  
          15.7          0.4       0.0053       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:11.3%  
         15.89         0.36       0.0053       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:11.3%  
         16.09         0.33       0.0046       0.0005  # 1997,S.Takacs+           ## D4046003  #dY:10.9%  
         16.17         1.04       0.0054       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         16.22         0.58       0.0053       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:11.3%  
         16.28          0.3       0.0058       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         16.52         0.94       0.0058       0.0007  # 1997,S.Takacs+           ## D4046003  #dY:12.1%  
         16.85         0.86       0.0056       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.7%  
         17.01         0.53       0.0058       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         17.18         0.78       0.0058       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         17.51         0.71       0.0058       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         17.76         0.48       0.0068       0.0007  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         17.83         0.64       0.0053       0.0006  # 1997,S.Takacs+           ## D4046003  #dY:11.3%  
         18.15         0.58       0.0059       0.0007  # 1997,S.Takacs+           ## D4046003  #dY:11.9%  
         18.47         0.53       0.0069       0.0008  # 1997,S.Takacs+           ## D4046003  #dY:11.6%  
         18.49         0.44       0.0072       0.0008  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         18.78         0.48       0.0068       0.0007  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         19.08         0.44       0.0073       0.0008  # 1997,S.Takacs+           ## D4046003  #dY:11.0%  
         19.21          0.4       0.0077       0.0008  # 1997,S.Takacs+           ## D4046003  #dY:10.4%  
         19.39          0.4       0.0081       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         19.68         0.36        0.008       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:11.2%  
          19.9         0.36       0.0085       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:10.6%  
         19.98         0.33       0.0081       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:11.1%  
         20.27          0.3       0.0078       0.0008  # 1997,S.Takacs+           ## D4046003  #dY:10.3%  
         20.57         0.33       0.0092        0.001  # 1997,S.Takacs+           ## D4046003  #dY:10.9%  
         20.86         0.33       0.0087       0.0011  # 1997,S.Takacs+           ## D4046003  #dY:12.6%  
         21.23          0.3       0.0093       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:9.7%   
         21.26         0.33       0.0084       0.0009  # 1997,S.Takacs+           ## D4046003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
